gene_id,Gene Name,Reference,Strand,Start,End,B10_S1,B11_S2,B12_S3,D10_S4,D11_S5,D12_S6,H13_S7,H14_S8,H15_S9,L13_S10,L14_S11,L15_S12
FGRAM000v1_000172,-,chr1,+,435418,436392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000173,.,chr1,+,437775,438188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000174,.,chr1,-,439360,439884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000175,-,chr1,-,442153,443937,1574.431435,1613.195155,1649.501756,93.03162,86.949741,110.787183,328.673136,286.106543,313.719654,80.237865,77.270403,73.969475
FGRAM000v1_000176,-,chr1,-,447129,448022,0.768731,0.489313,1.354421,1.856613,1.867103,1.483432,0.56946,1.529829,0.937336,2.052274,1.391467,2.17172
FGRAM000v1_000177,-,chr1,+,448410,449707,4.693671,6.719367,6.152576,17.235706,15.573735,20.69912,15.253012,13.987664,14.823575,28.214579,23.788514,23.104806
FGRAM000v1_000178,-,chr1,+,449965,451726,10.978202,12.545671,11.17195,21.791615,26.227082,22.728051,18.678572,22.403393,21.368658,28.424867,31.813635,26.672042
FGRAM000v1_000179,-,chr1,-,451943,455693,3.581295,4.166876,3.11665,10.401609,9.899485,11.056353,9.205353,9.163961,10.246202,77.101628,83.416965,80.492412
FGRAM000v1_000180,.,chr1,-,462504,463364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000181,-,chr1,-,463780,466169,0.0,0.277671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000182,.,chr1,+,467023,471515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000183,-,chr1,-,471919,474258,0.739231,0.820945,0.879421,1.161642,1.071249,0.488185,0.524249,0.963811,1.223651,1.688611,1.420067,0.961608
FGRAM000v1_000184,-,chr1,-,477428,478796,3.812221,2.847462,3.132321,2.52227,1.212541,1.631656,1.338988,1.772977,0.732713,0.355701,0.0,0.0
FGRAM000v1_000185,.,chr1,+,479157,481364,0.0,0.0,0.0,0.384605,0.157378,0.076956,0.055084,0.078945,0.0,0.0,0.0,0.0
FGRAM000v1_000186,-,chr1,+,481717,482682,4.882269,5.827421,5.615023,12.042607,10.145386,8.391639,7.341452,7.885471,8.395889,15.029157,14.987344,13.1408
FGRAM000v1_000187,-,chr1,-,482789,485208,0.0,1.901291,0.606799,3.416899,3.967417,4.455146,1.642014,2.404132,1.254465,5.753467,6.029425,4.70205
FGRAM000v1_000188,-,chr1,+,485697,487392,0.136825,0.129402,0.0,0.0,0.142937,0.619591,0.0,0.0,0.169814,0.450004,0.662886,0.568743
FGRAM000v1_000189,-,chr1,+,487872,488638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000190,-,chr1,+,488746,490685,6.584412,7.765383,5.492915,13.723335,13.377137,12.297158,5.495075,7.200712,7.204179,16.679656,14.596199,15.640784
FGRAM000v1_000191,-,chr1,-,491270,492475,14.890383,11.326198,15.839507,1.593342,1.29969,0.956473,2.277576,3.621183,1.613023,1.235429,2.194447,1.982174
FGRAM000v1_000192,.,chr1,+,494186,495028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000193,-,chr1,-,495743,498150,24.009009,26.208871,25.725577,22.050939,21.056504,25.605098,22.011269,18.994325,18.540855,14.738756,18.338227,14.870902
FGRAM000v1_000194,-,chr1,-,498651,501070,26.659321,26.566093,31.212527,64.505304,59.295879,73.140522,40.437842,34.556544,37.929306,39.088485,36.68506,33.03967
FGRAM000v1_000195,.,chr1,+,502932,503841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000196,.,chr1,+,504509,505297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000197,.,chr1,+,506462,507018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000198,.,chr1,-,508635,508937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000199,.,chr1,-,509785,510231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000200,.,chr1,-,510355,510753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000201,-,chr1,+,512011,516367,0.40082,0.55863,0.0,1.552458,2.331061,1.796788,1.067654,1.204508,0.739802,2.735652,2.888115,3.068474
FGRAM000v1_000202,.,chr1,+,516898,517233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000203,-,chr1,-,519650,520313,0.30566,0.904695,1.134027,4.970367,3.263321,2.359276,0.868833,0.0,0.379356,0.199516,0.0,0.0
FGRAM000v1_000204,-,chr1,-,520670,522476,0.0,0.176722,0.0,0.0,0.0,0.0,0.321848,0.0,0.193928,0.0,0.0,0.0
FGRAM000v1_000205,-,chr1,+,523296,524779,0.972282,0.0,1.066066,0.461972,0.0,0.591115,1.188273,1.320774,1.69803,0.143723,0.0,0.0
FGRAM000v1_000206,-,chr1,-,526618,528116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000207,.,chr1,+,528585,529088,0.0,0.0,0.0,0.0,0.0,0.276838,0.0,0.0,0.0,0.0,0.693141,0.0
FGRAM000v1_000208,-,chr1,+,532471,533589,2.681693,3.769519,3.829354,7.294037,9.51438,7.194815,5.322508,4.588816,6.063138,6.679727,10.45495,8.274841
FGRAM000v1_000209,-,chr1,-,533558,536512,9.431801,10.669789,10.672225,18.357828,18.559309,18.518406,17.169476,18.156338,15.598645,22.078625,21.926986,19.966973
FGRAM000v1_000210,-,chr1,-,537410,539057,0.793847,0.523459,0.491726,1.827052,2.021656,1.250429,0.885671,1.620427,2.133103,1.950183,1.450901,1.136645
FGRAM000v1_000211,-,chr1,-,539202,541335,0.407067,0.347792,0.170989,0.0,1.073435,0.8225,0.0,0.0,0.463111,0.89766,1.559896,0.69632
FGRAM000v1_000212,-,chr1,+,542687,543147,164.487291,130.337137,137.519982,188.031733,183.317372,183.340457,201.658095,157.420434,154.61593,182.705487,168.1396,160.573782
FGRAM000v1_000213,-,chr1,+,543862,545074,76.295992,74.606637,66.475025,57.088948,51.489088,61.160573,42.284204,51.831073,51.758859,52.406927,52.911155,45.29326
FGRAM000v1_000214,-,chr1,+,545693,547367,94.925894,108.234739,109.324655,95.821816,86.929562,93.934613,80.080894,69.780153,82.416767,101.112246,104.410722,114.425536
FGRAM000v1_000215,-,chr1,+,547963,548758,31.055624,29.010731,29.832828,12.698819,10.544633,14.337816,22.703485,16.37021,18.192379,6.380851,3.793066,3.772044
FGRAM000v1_000216,-,chr1,-,548759,554957,0.54332,0.658127,0.795516,0.488115,0.458768,0.581046,0.207732,0.624286,0.255535,0.492416,0.483718,0.722389
FGRAM000v1_000217,-,chr1,+,556207,557335,673.913951,637.313616,642.648626,1141.751823,1157.316419,1224.632579,855.297642,625.028621,700.334332,1436.719989,1226.904699,1287.256863
FGRAM000v1_000218,-,chr1,+,558239,559996,14.481218,15.5062,14.56943,18.925555,20.469544,23.382556,22.650838,16.271192,21.972553,27.241883,30.423157,30.694931
FGRAM000v1_000219,-,chr1,+,560389,561216,36.006994,42.484791,35.216649,17.305731,25.977773,19.994257,27.581235,24.546614,27.007594,27.871415,28.794356,24.914
FGRAM000v1_000220,-,chr1,-,561345,563069,85.670044,81.412793,76.862285,75.674793,88.948106,79.401362,111.576501,127.078167,122.522397,61.571464,57.719792,60.732974
FGRAM000v1_000221,-,chr1,+,563704,565933,46.411816,45.415408,44.528326,44.034263,45.769324,47.582069,50.533879,43.854101,44.638833,26.57617,27.437177,26.247837
FGRAM000v1_000222,-,chr1,-,565939,567355,213.120536,218.36338,193.062851,197.966848,203.227166,191.798337,292.397662,298.488394,277.403072,234.650408,219.576715,211.875819
FGRAM000v1_000223,-,chr1,+,568205,570281,32.898286,36.854179,30.346663,53.085736,43.753334,53.004255,34.858489,34.698205,36.721992,35.608,34.867941,35.503024
FGRAM000v1_000224,-,chr1,+,570604,571656,21.689495,25.368665,17.656726,18.073754,21.474154,23.004887,27.540883,23.121614,25.709598,13.395051,15.985258,13.397034
FGRAM000v1_000225,-,chr1,+,571898,572014,8.295585,11.77826,15.789646,23.052942,14.818155,29.069395,21.461915,18.508307,20.644627,13.556492,7.943881,5.744581
FGRAM000v1_000226,-,chr1,+,572659,573623,64.897526,67.130497,62.360409,94.589354,99.894418,95.899745,56.504803,59.162607,53.335037,53.286377,57.995009,57.742885
FGRAM000v1_000227,-,chr1,-,573762,575532,51.355841,56.410257,48.829121,52.704558,48.054711,49.697902,52.704426,48.496077,58.886683,63.32773,70.902301,58.346567
FGRAM000v1_000228,-,chr1,-,577299,580735,16.117207,18.185405,15.071938,27.673131,25.953391,27.7922,17.437997,20.430243,19.084818,21.15735,22.262161,19.396616
FGRAM000v1_000229,-,chr1,+,581429,581856,0.702723,0.0,0.0,2.452008,0.0,0.0,0.0,0.0,0.0,1.153135,0.0,0.0
FGRAM000v1_000230,-,chr1,-,584594,587098,32.052649,34.108534,32.457725,42.898479,48.667464,42.242098,38.197371,52.453853,37.827632,52.602758,59.942435,52.48845
FGRAM000v1_000231,-,chr1,-,587305,589127,63.985305,66.20881,55.922909,103.916413,106.454675,100.162625,52.333678,72.893017,62.143073,115.487618,112.579279,110.364897
FGRAM000v1_000232,-,chr1,+,590434,591515,3.508249,3.722158,3.240784,9.436019,12.846189,12.454716,5.905809,8.291705,7.597193,13.858172,11.423104,11.544631
FGRAM000v1_000233,-,chr1,-,591613,593015,45.960838,45.933626,54.303703,42.844876,40.548715,46.537795,45.286255,42.893228,39.260745,40.465463,38.650005,42.188214
FGRAM000v1_000234,-,chr1,+,593213,594915,50.252945,48.534532,38.065733,24.112356,24.6886,21.742265,48.977619,56.872934,47.920449,25.841956,27.460876,26.010456
FGRAM000v1_000235,-,chr1,-,593209,598995,6.451996,5.444821,5.731911,6.476615,6.742542,6.868213,6.173565,6.091234,6.798081,10.155291,11.794992,9.62733
FGRAM000v1_000236,-,chr1,-,600425,601536,55.692925,49.089333,65.124389,58.722862,48.66709,59.318439,57.476878,43.349053,50.225628,47.185756,54.244336,49.151474
FGRAM000v1_000237,-,chr1,-,602958,604844,51.684603,50.567306,51.203363,79.519046,87.133895,85.949528,77.27473,69.488827,75.993007,90.360282,84.509847,86.888016
FGRAM000v1_000238,-,chr1,+,604945,605502,214.894267,218.803047,207.677383,202.78338,211.593479,220.389917,232.690763,205.727613,215.849111,196.365884,204.99702,199.157863
FGRAM000v1_000239,-,chr1,-,605655,614156,16.374042,17.926099,14.648723,13.034664,13.577573,13.819978,14.253327,20.420794,15.524485,19.777418,20.162078,19.174042
FGRAM000v1_000240,-,chr1,-,614828,615154,0.0,0.565249,0.0,0.0,0.0,0.75198,1.211266,0.0,0.385157,0.122095,0.0,1.493702
FGRAM000v1_000241,-,chr1,+,618490,620506,532.282614,577.078186,572.252971,1169.356688,1267.934598,1246.387317,795.441614,725.441277,819.13947,1106.850013,1067.715881,1132.228418
FGRAM000v1_000242,-,chr1,+,620971,623397,0.77788,0.723504,0.217574,1.082004,1.236432,1.702474,0.498023,0.702745,0.371477,0.921218,1.795272,1.556206
FGRAM000v1_000243,-,chr1,-,623878,625535,77.936195,82.857324,69.383252,78.695642,82.09685,84.764771,71.963831,81.162638,67.158507,61.781558,61.317317,55.503905
FGRAM000v1_000244,-,chr1,+,626300,627881,1.577145,1.882937,3.518313,9.676874,6.864546,7.274683,3.484797,6.548041,4.076862,5.318439,5.076498,6.850437
FGRAM000v1_000245,-,chr1,-,628902,630717,13.280788,12.41149,12.950979,19.247819,17.741549,17.724946,16.917605,20.68543,16.219145,27.171271,22.542773,27.15872
FGRAM000v1_000246,-,chr1,+,632152,633587,3.362666,4.464342,4.31859,1.96896,2.103635,2.770119,1.22996,3.262934,3.309465,1.013857,2.363332,2.158795
FGRAM000v1_000247,-,chr1,-,633614,635374,0.72175,0.309635,0.567107,8.180091,9.962097,8.866825,2.560298,3.19413,3.298401,19.432268,17.602196,18.082838
FGRAM000v1_000248,-,chr1,+,636024,636650,17.268149,19.808557,12.671018,123.176896,133.186472,145.906659,27.055516,35.229911,32.101563,263.578798,242.416836,239.467023
FGRAM000v1_000249,-,chr1,-,636756,638833,57.666386,57.55484,45.808555,88.006644,92.384333,82.308559,100.388132,101.174457,94.480494,111.428903,105.351766,100.815917
FGRAM000v1_000250,-,chr1,+,640400,641805,79.776062,73.927613,84.499018,174.961916,166.256011,176.750027,155.810381,139.757513,158.194909,207.087772,214.144079,217.152908
FGRAM000v1_000251,-,chr1,-,643689,646516,1.693481,1.562511,1.484216,2.267925,4.526952,1.904552,2.033479,3.197297,2.556148,7.129361,7.120712,5.107083
FGRAM000v1_000252,-,chr1,-,646909,647370,81.391605,69.249081,88.579181,130.296325,94.498423,119.361576,123.183529,95.203551,107.828566,78.975401,78.690559,101.726415
FGRAM000v1_000253,-,chr1,-,647585,648133,0.0,0.0,0.0,0.0,0.0,0.505775,0.0,0.48847,0.0,0.0,0.237155,0.0
FGRAM000v1_000254,.,chr1,+,648922,650928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000255,.,chr1,-,651623,654480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.462113,1.115393,0.223729
FGRAM000v1_000256,-,chr1,-,654709,656845,0.469857,0.794798,0.805407,0.74952,1.249066,0.958965,1.369487,1.661959,1.136012,1.911676,1.889136,1.575577
FGRAM000v1_000257,.,chr1,+,657576,662398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093401,0.0,0.193108,0.0
FGRAM000v1_000258,-,chr1,+,663379,664370,2.459598,0.961462,2.047505,2.466299,3.114441,3.271768,1.390526,0.0,1.926085,4.565824,3.526525,4.792287
FGRAM000v1_000259,-,chr1,-,665803,666743,45.616809,47.813009,39.599368,133.078053,118.988707,123.813462,78.170677,70.056674,74.660638,125.672458,118.401734,110.262711
FGRAM000v1_000260,.,chr1,-,667026,670634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000261,.,chr1,+,671304,671696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16393,0.0,0.0
FGRAM000v1_000262,-,chr1,+,674353,676174,1.736053,0.662437,1.084934,6.709637,8.950485,8.667042,2.530847,3.059107,2.576824,6.06457,3.58331,6.39526
FGRAM000v1_000263,.,chr1,-,676458,677228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000264,.,chr1,-,677786,678693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000265,-,chr1,+,679127,680518,1.058081,3.068579,1.689976,4.40694,4.386729,4.556291,2.42318,3.106668,2.600088,4.089255,5.955376,6.17615
FGRAM000v1_000266,-,chr1,+,681049,681975,0.203767,0.145113,0.0,0.022122,0.131198,0.0,0.0,0.0,0.21254,0.150741,0.215544,0.0
FGRAM000v1_000267,-,chr1,+,682474,684159,2.927052,2.899477,2.962588,3.756903,5.084178,2.897499,3.192967,2.953493,3.493526,5.521756,3.494113,5.733508
FGRAM000v1_000268,.,chr1,+,685049,685736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000269,-,chr1,+,686341,688663,13.774741,13.79597,14.116115,43.988822,48.034333,45.557247,31.968597,37.120035,36.201687,20.403041,20.609459,19.557798
FGRAM000v1_000270,-,chr1,-,688733,690119,14.727379,13.45238,16.884838,14.523548,16.566055,19.288088,25.811688,25.499834,30.638916,10.362413,13.785501,11.240728
FGRAM000v1_000271,-,chr1,+,690751,692735,80.597616,94.752646,80.13208,143.83321,165.012741,143.617721,109.049797,160.324551,124.60408,104.880165,111.757119,103.624598
FGRAM000v1_000272,-,chr1,+,693544,695746,0.0,0.0,0.125051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101047,0.0
FGRAM000v1_000273,-,chr1,+,696379,697689,0.370936,0.078327,0.282315,17.525254,13.731835,13.882949,2.880848,3.484573,3.025689,18.838455,19.778834,18.811204
FGRAM000v1_000274,-,chr1,-,697978,699411,0.0,0.0,0.494676,0.0,0.0,0.0,0.0,0.0,0.272813,0.5932,0.0,0.516801
FGRAM000v1_000275,.,chr1,-,699944,700414,0.0,1.103174,1.320971,1.390655,0.115935,1.36678,0.230802,0.287528,0.767786,0.321727,0.476225,1.759194
FGRAM000v1_000276,.,chr1,-,700658,701637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000277,-,chr1,-,701957,704303,1.201393,1.23975,0.636566,0.283414,0.457019,0.24882,1.020653,0.988151,1.223085,0.566357,0.9138,0.960823
FGRAM000v1_000278,-,chr1,-,704704,705761,5.704725,5.198177,4.250162,8.280061,8.831226,6.728573,7.734033,7.352367,5.416809,10.76874,7.8616,6.678515
FGRAM000v1_000279,-,chr1,+,706206,707855,8.375557,9.696595,8.834509,4.364125,4.739472,5.086526,12.16445,16.067802,12.358288,8.536817,9.498107,9.652969
FGRAM000v1_000280,-,chr1,-,707991,709637,4.250789,4.645977,4.578239,2.277635,1.65559,2.741382,7.412333,5.543697,7.594025,2.783805,2.462317,2.812592
FGRAM000v1_000281,.,chr1,-,710924,711967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000282,-,chr1,-,712208,715638,4.918723,5.183369,4.650402,12.033607,14.099708,11.65434,6.591382,8.861686,7.37522,18.295396,19.194672,17.384508
FGRAM000v1_000283,-,chr1,+,715915,717992,2.601353,1.791822,1.042291,4.12118,4.341734,4.135947,2.095982,3.87055,3.08403,7.213622,7.029978,5.583386
FGRAM000v1_000284,.,chr1,-,718160,718543,0.0,0.267414,0.739501,0.358108,0.0,0.0,0.0,0.0,0.0,0.928653,0.0,0.0
FGRAM000v1_000285,.,chr1,+,719988,720353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000286,-,chr1,+,722451,723615,0.492965,0.0,0.0,0.632496,2.308927,1.769492,0.285203,0.420584,0.384138,0.0,0.0,0.0
FGRAM000v1_000287,-,chr1,-,723710,724647,1.735976,2.02949,0.979354,4.587134,3.419738,3.023831,4.502586,3.726445,2.58231,3.776991,3.768799,4.39725
FGRAM000v1_000288,.,chr1,+,725182,725859,0.0,0.311998,0.249417,0.234846,0.0,0.649972,0.0,0.500346,0.682351,0.980993,0.574197,0.325089
FGRAM000v1_000289,.,chr1,-,726873,727342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000290,.,chr1,-,728202,729312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000291,-,chr1,+,729757,730514,1.948428,0.0,1.874436,2.396967,3.771097,2.236263,2.876122,3.849696,1.67873,4.871138,8.800476,7.524416
FGRAM000v1_000292,-,chr1,+,731602,732791,0.0,1.011085,0.0,2.20626,2.715729,1.163811,0.854022,0.398004,0.0,1.952491,3.32241,2.870112
FGRAM000v1_000293,-,chr1,+,733206,734836,1.640668,2.462503,2.386399,0.602298,0.0,0.0,0.0,1.058273,0.0,1.034244,0.706691,0.0
FGRAM000v1_000294,-,chr1,-,737065,737970,2.535151,2.061669,1.943974,12.161111,8.633815,12.108234,3.341806,3.196727,3.735467,8.754366,12.21221,8.151339
FGRAM000v1_000295,-,chr1,-,738316,739345,0.0,0.0,0.0,0.0,0.60085,0.993433,0.0,0.0,0.0,0.45518,0.0,0.0
FGRAM000v1_000296,-,chr1,+,739590,739928,0.0,0.0,1.647092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000297,-,chr1,+,740551,744214,3.343793,4.142334,3.644095,3.971109,3.893377,4.471868,4.622962,5.569942,5.377036,7.22293,7.065401,5.434982
FGRAM000v1_000298,-,chr1,+,744932,745715,6.094886,7.026317,4.50102,11.82846,10.258165,11.947271,3.59226,9.040833,8.583366,17.508326,17.42357,16.879731
FGRAM000v1_000299,-,chr1,+,747125,748315,30.895017,28.354566,35.528324,27.368054,27.148705,31.836485,28.321499,28.933313,32.104527,34.558122,27.937856,27.930978
FGRAM000v1_000300,.,chr1,+,749848,751329,0.0,0.07899,0.0,0.402086,0.149058,0.094147,0.073352,0.22257,0.16492,0.0,0.148742,0.331419
FGRAM000v1_000301,.,chr1,+,751908,752633,0.0,0.0,0.0,0.0,0.0,0.194088,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000302,.,chr1,-,753183,753825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000303,.,chr1,+,754190,755494,0.0,0.133768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000304,.,chr1,+,756801,757418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058731,0.0,0.0
FGRAM000v1_000305,-,chr1,+,760614,764098,223.961275,226.350036,247.765052,153.319521,119.764335,136.879641,185.860498,180.293026,176.032855,114.525662,109.940516,108.071759
FGRAM000v1_000306,-,chr1,+,764294,765860,20.844603,18.563362,15.818922,76.332833,77.790327,79.932817,24.936353,26.210502,22.818743,13.676918,13.312404,13.829876
FGRAM000v1_000308,-,chr1,+,766552,767058,0.309152,0.0,0.0,0.0,0.0,0.419611,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000309,-,chr1,-,767250,767801,0.105571,0.0,0.0,0.310305,0.0,0.252764,0.0,0.0,0.0,0.716703,0.857058,0.591548
FGRAM000v1_000310,.,chr1,-,768054,768719,0.0,0.0,0.0,0.0,0.834213,0.0,0.0,0.0,0.0,0.337554,0.389339,0.0
FGRAM000v1_000311,-,chr1,+,770112,771112,7.424535,7.720964,12.68201,17.68629,20.776211,20.084765,14.040819,12.997771,13.505567,22.803071,21.355478,20.997003
FGRAM000v1_000312,-,chr1,-,771151,772838,6.110139,6.139207,7.453907,1.416803,0.867238,1.082002,2.288951,1.361972,2.470409,1.666684,1.574201,0.853885
FGRAM000v1_000313,-,chr1,+,777213,783142,25.00425,28.339064,28.064103,25.588738,22.777742,27.083738,19.513219,21.583621,18.333029,24.107746,23.6962,21.764472
FGRAM000v1_000314,-,chr1,+,783392,784480,46.156442,48.859667,46.846066,47.276697,41.764375,41.456055,45.184495,55.557217,45.176796,45.635066,41.822637,46.912416
FGRAM000v1_000315,-,chr1,+,785587,789294,9.743148,10.077798,8.312633,7.353519,6.444823,8.136289,6.307466,6.828684,7.487489,7.454225,7.762122,7.623892
FGRAM000v1_000316,.,chr1,+,790947,794347,0.0,0.0,0.0,0.263525,0.215657,0.1247,0.0,0.0,0.0,0.0,0.145549,0.0
FGRAM000v1_000317,-,chr1,-,795105,797017,0.0,0.0,0.0,0.212633,0.0,0.0,0.0,0.0,0.0,0.28318,0.0,0.596564
FGRAM000v1_000318,.,chr1,+,797640,798671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000319,.,chr1,+,799624,800061,0.0,0.0,0.0,0.0,0.0,0.0,0.867441,0.379601,0.0,0.435048,0.0,0.0
FGRAM000v1_000320,.,chr1,+,801234,802324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000321,-,chr1,-,803147,803841,1.688244,1.351694,1.695713,2.496627,1.724362,1.851325,0.0,2.590485,0.0,2.016926,3.700654,3.977551
FGRAM000v1_000322,-,chr1,-,804237,806126,10.499091,11.272131,11.501597,13.380826,17.884495,15.642134,15.194046,14.637243,15.02685,14.851169,18.527349,17.563913
FGRAM000v1_000323,-,chr1,+,808252,810318,44.741219,45.58307,47.464332,71.90101,73.316171,75.259737,55.932191,66.972811,59.205844,66.771618,65.498675,62.817961
FGRAM000v1_000324,-,chr1,-,810432,811152,48924.807007,43247.239314,53862.042039,2013.267186,1556.515219,1842.955544,8976.180965,8057.36833,8703.219523,994.691765,990.169328,1162.342993
FGRAM000v1_000325,-,chr1,-,812451,815544,52.943209,52.167986,51.264501,47.650983,53.671341,53.018258,57.370696,58.54102,57.005649,51.720964,53.626329,46.255866
FGRAM000v1_000326,-,chr1,+,816327,817406,1.409555,1.224305,2.057168,10.523232,10.154379,9.850159,1.93285,1.796868,2.023901,2.845087,3.517157,2.915671
FGRAM000v1_000327,-,chr1,-,817391,820406,10.670101,10.444548,12.168409,8.192863,10.122787,9.411846,7.898127,10.907231,8.808335,12.209512,10.995839,9.852043
FGRAM000v1_000328,-,chr1,-,820725,821650,131.038187,129.286625,130.297402,168.518068,194.184257,202.254535,154.397041,126.321534,146.504995,166.341318,159.095735,171.44306
FGRAM000v1_000329,-,chr1,-,823337,825342,4.351257,4.140352,5.319431,4.485002,4.226029,4.581613,5.483841,4.881255,3.509903,4.993239,5.161774,3.517455
FGRAM000v1_000330,-,chr1,+,827751,830277,3.38997,3.344736,3.416032,4.746272,4.879664,3.018188,5.126021,6.763146,4.508313,6.892466,6.531664,6.58097
FGRAM000v1_000331,-,chr1,-,830711,832314,1.963643,1.710567,1.403601,2.534229,1.477915,3.708418,0.0,0.938422,1.054653,5.662995,4.846516,5.571646
FGRAM000v1_000332,-,chr1,+,832990,834446,37.386481,39.607235,37.806987,32.912039,29.978445,34.881012,13.321885,19.882611,16.087951,37.094685,33.069281,33.832562
FGRAM000v1_000333,-,chr1,-,834504,836012,2.710667,4.189451,4.08329,2.636667,3.307145,3.15175,3.578582,5.487978,3.422573,4.310861,4.944323,4.951573
FGRAM000v1_000334,-,chr1,-,836258,838163,32.774986,39.857405,34.838539,51.486681,59.503467,55.961972,52.828505,64.004159,53.804783,63.050937,66.554569,61.500882
FGRAM000v1_000335,-,chr1,+,838376,841433,13.008537,15.655804,16.013239,20.932159,19.957689,22.843026,10.475637,11.262957,11.480115,18.205965,17.249625,16.28959
FGRAM000v1_000336,-,chr1,+,845689,848261,275.114366,308.356213,254.946056,464.263336,492.938988,494.053499,284.403538,340.781478,311.280346,512.753501,496.426854,453.696057
FGRAM000v1_000337,-,chr1,+,848729,849821,3.843647,3.816686,4.26254,3.908681,3.771082,3.317202,4.408733,4.26774,6.397833,5.727811,5.780029,5.159319
FGRAM000v1_000338,-,chr1,+,850920,851804,0.0,0.0,0.0,0.610626,0.38423,0.0,0.0,0.0,0.0,0.0,0.508353,0.0
FGRAM000v1_000339,-,chr1,+,851883,852974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000340,-,chr1,-,854611,855174,1.462552,1.67073,0.324855,0.753912,0.0,0.0,1.167455,0.816404,0.0,0.0,0.363856,0.0
