gene_id,FGSG_id,product,fgsg_shared_with_other_gene
FGRAM000v1_000321,,hypothetical protein FAUST_8181 [Fusarium austroamericanum],False
FGRAM000v1_000322,,solute carrier family 35 member f1 [Fusarium langsethiae],False
FGRAM000v1_000323,,5^ nucleotidase [Fusarium sporotrichioides],False
FGRAM000v1_000324,,hypothetical protein HG531_002601 [Fusarium graminearum],False
FGRAM000v1_000325,,ER membrane protein complex subunit 1 [Fusarium culmorum],False
FGRAM000v1_000326,,hypothetical protein FAUST_8186 [Fusarium austroamericanum],False
FGRAM000v1_000327,FGSG_00263,hypothetical protein FGSG_00263 [Fusarium graminearum PH-1],False
FGRAM000v1_000328,,iron-sulfur cluster biosynthesis protein isd11 [Fusarium langsethiae],False
FGRAM000v1_000329,,ribosomal assembly complex component [Fusarium langsethiae],False
FGRAM000v1_000330,FGSG_00266,hypothetical protein FGSG_00266 [Fusarium graminearum PH-1],False
FGRAM000v1_000331,FGSG_00267,hypothetical protein FGSG_00267 [Fusarium graminearum PH-1],False
FGRAM000v1_000332,,Protein BTN1 [Fusarium culmorum],False
FGRAM000v1_000333,,nicotinate phosphoribosyltransferase [Fusarium tjaetaba],False
FGRAM000v1_000334,,nicotinate phosphoribosyltransferase [Fusarium irregulare],False
FGRAM000v1_000335,,WD40-repeat-containing domain protein [Fusarium redolens],False
FGRAM000v1_000336,,protein PNG1 [Fusarium flagelliforme],False
FGRAM000v1_000337,,e3 ubiquitin-protein ligase zswim2 [Fusarium langsethiae],False
FGRAM000v1_000338,,zinc-binding dehydrogenase [Fusarium sporotrichioides],False
FGRAM000v1_000339,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_000340,,U3 small nucleolar RNA-associated protein 4 [Fusarium oxysporum f. sp. albedinis],False
FGRAM000v1_000341,,U3 small nucleolar RNA-associated protein 4 [Fusarium oxysporum f. sp. albedinis],False
FGRAM000v1_000342,,orf21 protein [Fusarium langsethiae],False
FGRAM000v1_000343,,Mannose-P-dolichol utilization defect 1 protein [Fusarium culmorum],False
FGRAM000v1_000344,,hypothetical protein HG531_002583 [Fusarium graminearum],False
FGRAM000v1_000345,,biotin synthase [Fusarium graminearum PH-1],False
FGRAM000v1_000346,,Ff.00g087690.m01.CDS01 [Fusarium sp. VM40],False
FGRAM000v1_000347,,tRNA-Pro,False
FGRAM000v1_000348,,histone acetyltransferase GCN5 [Fusarium graminearum PH-1],False
FGRAM000v1_000349,,Dolichyl-diphosphooligosaccharide-protein glycosyltransferase subunit OST5 [Fusarium falciforme],False
FGRAM000v1_000350,,DNA damage checkpoint control protein rad1 [Fusarium culmorum],False
FGRAM000v1_000351,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_000352,,anaphase-promoting complex subunit CDC26 [Fusarium tjaetaba],False
FGRAM000v1_000353,,cell division control protein 1 [Fusarium langsethiae],False
FGRAM000v1_000354,,hypothetical protein FGRA07_06803 [Fusarium graminearum],False
FGRAM000v1_000355,,tRNA-Ile,False
FGRAM000v1_000356,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_000357,,Ff.00g087780.m01.CDS01 [Fusarium sp. VM40],False
FGRAM000v1_000358,,translation initiation factor eIF 4e-like domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_000359,,"Acyl-CoA synthetase family member 3, mitochondrial [Fusarium culmorum]",False
FGRAM000v1_000360,,BolA domain UV induced protein Uvi31 [Fusarium oxysporum],False
FGRAM000v1_000361,,hypothetical protein FG05_00289 [Fusarium graminearum],False
FGRAM000v1_000362,,1-phosphatidylinositol 3-phosphate 5-kinase FAB1 [Fusarium culmorum],False
FGRAM000v1_000364,,vacuolar protein sorting-associated [Fusarium flagelliforme],False
FGRAM000v1_000363,,Mitochondrial distribution and morphology protein 12 [Fusarium irregulare],False
FGRAM000v1_000365,,Noc2p family-domain-containing protein [Fusarium redolens],False
FGRAM000v1_000366,,rho coiled-coil associated kinase alpha [Fusarium sporotrichioides],False
FGRAM000v1_000367,,glycosyl hydrolase [Fusarium sporotrichioides],False
FGRAM000v1_000368,FGSG_00295,hypothetical protein FGSG_00295 [Fusarium graminearum PH-1],False
FGRAM000v1_000369,,threonine dehydratase [Fusarium graminearum PH-1],False
FGRAM000v1_000370,,p33ing1b protein [Fusarium langsethiae],False
FGRAM000v1_000371,,undecaprenyl diphosphate synthase [Fusarium proliferatum],False
FGRAM000v1_000372,,Six-hairpin glycosidase-like protein [Fusarium flagelliforme],False
FGRAM000v1_000373,,ATP synthase subunit 5 [Fusarium graminearum PH-1],False
FGRAM000v1_000374,,Mitotic exit network component [Fusarium falciforme],False
FGRAM000v1_000375,,Lariat debranching enzyme [Fusarium culmorum],False
FGRAM000v1_000376,,elongin C [Fusarium irregulare],False
FGRAM000v1_000377,,cell division control protein 42 [Fusarium graminearum PH-1],False
FGRAM000v1_000378,,GrpE-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_000379,,26S proteasome non-ATPase regulatory subunit 11 [Fusarium graminearum PH-1],False
FGRAM000v1_000380,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_000381,,mitochondrial carrier domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_000382,,"N-alpha-acetyltransferase, non-catalitic subunit [Fusarium irregulare]",False
FGRAM000v1_000383,,putative mitochondrial atp synthase epsilon chain domain-containing protein [Phaeoacremonium minimum UCRPA7],False
FGRAM000v1_000384,,bacterial low temperature requirement A protein-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_000385,FGSG_00312,hypothetical protein FGSG_00312 [Fusarium graminearum PH-1],False
FGRAM000v1_000386,,sterol uptake control protein 2 [Fusarium langsethiae],False
FGRAM000v1_000387,,glycosyl hydrolase catalytic core-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_000388,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_000389,,RING-7 protein [Fusarium flagelliforme],False
FGRAM000v1_000390,,CAP-Gly domain-containing protein [Fusarium keratoplasticum],False
FGRAM000v1_000391,,myb dna--containing protein [Fusarium langsethiae],False
FGRAM000v1_000392,,"tRNA methyltransferase, has a role in tRNA modification [Fusarium irregulare]",False
FGRAM000v1_000393,,D-xylose 1-dehydrogenase (NADP(+)) [Fusarium poae],False
FGRAM000v1_000394,,NADP-dependent oxidoreductase domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_000395,FGSG_00322,hypothetical protein FGSG_00322 [Fusarium graminearum PH-1],False
FGRAM000v1_000396,,Deoxyhypusine synthase [Fusarium flagelliforme],False
FGRAM000v1_000397,,---NA---,False
FGRAM000v1_000398,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_000399,,hypothetical protein HG531_002524 [Fusarium graminearum],False
FGRAM000v1_000400,,DASH complex subunit Dad1-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_000401,FGSG_00326,hypothetical protein FGSG_00326 [Fusarium graminearum PH-1],False
FGRAM000v1_000402,,replication factor C subunit 1 [Fusarium graminearum PH-1],False
FGRAM000v1_000403,,60S ribosomal protein L16 [Fusarium graminearum PH-1],False
FGRAM000v1_000404,,replication factor C subunit 5 [Fusarium graminearum PH-1],False
FGRAM000v1_000405,,acetyl-coenzyme A synthetase [Fusarium graminearum PH-1],False
FGRAM000v1_000406,,Metallo-peptidase family M12-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_000407,FGSG_00331,hypothetical protein FGSG_00331 [Fusarium graminearum PH-1],False
FGRAM000v1_000408,,TBL1 [Fusarium pseudograminearum CS3096],False
FGRAM000v1_000409,,eukaryotic integral membrane protein-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_000410,,Ferric/cupric reductase transmembrane component 2 [Fusarium culmorum],False
FGRAM000v1_000411,,nuclear polyadenylated RNA-binding protein 3 [Fusarium irregulare],False
FGRAM000v1_000412,,peptidyl-trna hydrolase [Fusarium longipes],False
FGRAM000v1_000413,,calcium/calmodulin-dependent protein kinase type I [Fusarium graminearum PH-1],False
FGRAM000v1_000414,,Phosphatidylinositol:ceramide phosphoinositol transferase (IPC synthase) [Fusarium irregulare],False
FGRAM000v1_000415,FGSG_11746,hypothetical protein FGSG_11746 [Fusarium graminearum PH-1],False
FGRAM000v1_000416,,DNA-directed RNA polymerase I subunit RPA34.5-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_000417,,GRC3 protein [Fusarium graminearum PH-1],False
FGRAM000v1_000418,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_000419,,hypothetical protein FG05_30162 [Fusarium graminearum],False
FGRAM000v1_000420,FGSG_11752,hypothetical protein FGSG_11752 [Fusarium graminearum PH-1],False
FGRAM000v1_000421,,zinc finger zic 4 [Fusarium sporotrichioides],False
FGRAM000v1_000422,,"lethal giant larvae like, C-terminal-domain-containing protein [Fusarium flagelliforme]",False
FGRAM000v1_000423,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_000424,,major facilitator superfamily domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_000425,,Ff.00g092220.m01.CDS01 [Fusarium sp. VM40],False
FGRAM000v1_000426,,saccharopine dehydrogenase [Fusarium graminearum PH-1],False
FGRAM000v1_000427,,collagen alpha-5 chain [Fusarium sporotrichioides],False
FGRAM000v1_000428,,Piwi domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_000429,,mRNA 3'-end processing protein RNA14 [Fusarium graminearum PH-1],False
FGRAM000v1_000430,,Histone chaperone ASF1 [Fusarium venenatum],False
FGRAM000v1_000431,,cora-like Mg2+ transporter protein-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_000432,,"nuclear transcription factor Y, alpha [Fusarium oxysporum f. sp. lycopersici 4287]",False
FGRAM000v1_000433,,Redoxin [Fusarium flagelliforme],False
FGRAM000v1_000434,,Ff.00g092310.m01.CDS01 [Fusarium sp. VM40],False
FGRAM000v1_000435,,GTPase-activating protein [Fusarium culmorum],False
FGRAM000v1_000436,,Acyl-CoA dehydrogenase family member 10 [Fusarium culmorum],False
FGRAM000v1_000437,,Acyl-CoA dehydrogenase family member 10 [Fusarium culmorum],False
FGRAM000v1_000439,,mRNA splicing protein smd1 [Fusarium poae],False
FGRAM000v1_000438,,S-adenosylmethionine-dependent methyltransferase [Fusarium irregulare],False
FGRAM000v1_000440,,Cullin [Fusarium flagelliforme],False
FGRAM000v1_000441,,U6 snRNA-associated Sm-like protein LSm2 [Fusarium proliferatum],False
FGRAM000v1_000442,,DNA repair metallo-beta-lactamase-domain-containing protein [Fusarium redolens],False
FGRAM000v1_000443,,hypothetical protein FGRA07_06882 [Fusarium graminearum],False
FGRAM000v1_000444,,Serine/threonine-protein kinase PAK 4 [Fusarium irregulare],False
FGRAM000v1_000445,,DNA replication checkpoint protein tel2 [Fusarium culmorum],False
FGRAM000v1_000446,,NEDD8-activating enzyme E1 catalytic subunit [Fusarium graminearum PH-1],False
FGRAM000v1_000447,,DNA-directed RNA polymerases I and III 40 kDa polypeptide [Fusarium graminearum PH-1],False
FGRAM000v1_000448,,Nucleoporin [Fusarium culmorum],False
FGRAM000v1_000449,,proteasome core particle subunit beta 2 [Fusarium oxysporum],False
FGRAM000v1_000450,,hypothetical protein FG05_00368 [Fusarium graminearum],False
FGRAM000v1_000451,FGSG_11759,hypothetical protein FGSG_11759 [Fusarium graminearum PH-1],False
FGRAM000v1_000452,,endoplasmic reticulum vesicle transporter-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_000453,,hinge domain of cleavage stimulation factor subunit 2-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_000454,,CorA metal ion transporter [Fusarium irregulare],False
FGRAM000v1_000455,,tRNA-Ser,False
FGRAM000v1_000456,,CBF/Mak21 family-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_000457,,atp3 gamma subunit of the F1 sector of mitochondrial F1F0 ATP synthase [Fusarium poae],False
FGRAM000v1_000458,,Inner nuclear membrane protein SRC1 [Fusarium culmorum],False
FGRAM000v1_000459,,monooxygenase [Fusarium fujikuroi],False
FGRAM000v1_000460,,NADH dehydrogenase iron-sulfur protein 2 [Fusarium graminearum PH-1],False
FGRAM000v1_000461,,n-acetyltransferase p20 [Fusarium langsethiae],False
FGRAM000v1_000462,,negative acting factor [Fusarium langsethiae],False
FGRAM000v1_000463,,glycosyltransferase family 31 [Fusarium sporotrichioides],False
FGRAM000v1_000464,,Ubiquitin carboxyl-terminal hydrolase 16 [Fusarium venenatum],False
FGRAM000v1_000465,FGSG_00381,hypothetical protein FGSG_00381 [Fusarium graminearum PH-1],False
FGRAM000v1_000466,,"oligomeric, coiled-coil, peripheral membrane protein [Fusarium poae]",False
FGRAM000v1_000467,,centromere protein H (CENP-H)-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_000468,,Nucleoporin NUP49 [Fusarium oxysporum f. sp. albedinis],False
FGRAM000v1_000469,,structure-specific recognition protein 1 [Fusarium oxysporum f. sp. lycopersici 4287],False
FGRAM000v1_000470,,Ff.00g092660.m01.CDS01 [Fusarium sp. VM40],False
FGRAM000v1_000471,,phosphoglucomutase [Fusarium graminearum PH-1],False
FGRAM000v1_000472,,ribonuclease H-like domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_000473,,oxidoreductase [Fusarium langsethiae],False
FGRAM000v1_000474,FGSG_00390,hypothetical protein FGSG_00390 [Fusarium graminearum PH-1],False
FGRAM000v1_000475,,thiamine pyrophosphokinase [Fusarium sporotrichioides],False
FGRAM000v1_000476,FGSG_00392,hypothetical protein FGSG_00392 [Fusarium graminearum PH-1],False
FGRAM000v1_000477,,nadh-ubiquinone oxidoreductase kda subunit [Fusarium sporotrichioides],False
FGRAM000v1_000478,,Ff.00g092740.m01.CDS01 [Fusarium sp. VM40],False
FGRAM000v1_000479,,40S ribosomal protein S15 [Fusarium verticillioides 7600],False
FGRAM000v1_000480,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_000481,,alpha-tubulin [Fusarium poae],False
FGRAM000v1_000482,,nucleolar protein 12 [Fusarium graminearum PH-1],False
FGRAM000v1_000483,,Sds3-like-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_000484,,cytochrome oxidase assembly protein mitochondrial [Fusarium langsethiae],False
FGRAM000v1_000485,,chromosome segregation protein smc [Fusarium langsethiae],False
FGRAM000v1_000486,FGSG_00403,hypothetical protein FGSG_00403 [Fusarium graminearum PH-1],False
FGRAM000v1_000487,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_000488,,Sterol uptake control protein 2 [Fusarium oxysporum f. sp. conglutinans],False
FGRAM000v1_000489,,major facilitator superfamily domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_000490,,histidine phosphatase superfamily [Fusarium flagelliforme],False
FGRAM000v1_000491,,sporulation protein SPS19 [Fusarium graminearum PH-1],False
FGRAM000v1_000492,,MAP kinase kinase kinase wis4 [Fusarium venenatum],False
FGRAM000v1_000493,,cytidine deaminase [Fusarium fujikuroi],False
FGRAM000v1_000494,,basic proline-rich [Fusarium sporotrichioides],False
FGRAM000v1_000495,,repetitive proline-rich cell wall protein 1 [Fusarium flagelliforme],False
FGRAM000v1_000496,FGSG_00412,hypothetical protein FGSG_00412 [Fusarium graminearum PH-1],False
FGRAM000v1_000497,FGSG_00413,hypothetical protein FGSG_00413 [Fusarium graminearum PH-1],False
FGRAM000v1_000498,,WD domain protein [Fusarium irregulare],False
FGRAM000v1_000499,,Ser-Thr-rich glycosyl-phosphatidyl-inositol-anchored membrane family-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_000500,,major facilitator superfamily domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_000501,,methylenetetrahydrofolate dehydrogenase [Fusarium graminearum PH-1],False
FGRAM000v1_000502,FGSG_00418,hypothetical protein FGSG_00418 [Fusarium graminearum PH-1],False
FGRAM000v1_000503,FGSG_00419,hypothetical protein FGSG_00419 [Fusarium graminearum PH-1],False
FGRAM000v1_000504,,GPN-loop GTPase 3 [Fusarium oxysporum f. sp. cepae],False
FGRAM000v1_000505,,S-adenosylmethionine synthetase [Fusarium graminearum PH-1],False
FGRAM000v1_000506,FGSG_00422,hypothetical protein FGSG_00422 [Fusarium graminearum PH-1],False
FGRAM000v1_000507,,PLC-like phosphodiesterase [Fusarium flagelliforme],False
FGRAM000v1_000508,FGSG_00424,hypothetical protein FGSG_00424 [Fusarium graminearum PH-1],False
FGRAM000v1_000509,,Tubulin-specific chaperone E [Fusarium culmorum],False
FGRAM000v1_000510,,transcription factor [Fusarium sporotrichioides],False
FGRAM000v1_000511,,NADP-dependent oxidoreductase domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_000512,,WD40-repeat-containing domain protein [Fusarium flagelliforme],False
FGRAM000v1_000513,,ATP synthase E chain-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_000514,,oligosaccharyl transferase stt3 subunit [Fusarium poae],False
FGRAM000v1_000515,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_000516,FGSG_00432,hypothetical protein FGSG_00432 [Fusarium graminearum PH-1],False
FGRAM000v1_000517,,Serine/threonine-protein kinase RAD53 [Fusarium culmorum],False
FGRAM000v1_000518,,Protein SKG3 [Fusarium culmorum],False
FGRAM000v1_000519,,phosphatase 2C-like domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_000520,,rRNA-processing protein utp23 [Fusarium culmorum],False
FGRAM000v1_000521,,putative membrane protein C6F6.13c [Fusarium culmorum],False
FGRAM000v1_000522,FGSG_00438,hypothetical protein FGSG_00438 [Fusarium graminearum PH-1],False
FGRAM000v1_000523,,Golgi apparatus membrane protein tvp23 [Fusarium poae],False
FGRAM000v1_000524,,Pyruvate/Phosphoenolpyruvate kinase-like domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_000525,FGSG_00441,hypothetical protein FGSG_00441 [Fusarium graminearum PH-1],False
FGRAM000v1_000526,,RNA recognition domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_000527,,ChaC-like protein-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_000528,,programmed cell death protein 6 [Fusarium langsethiae],False
FGRAM000v1_000529,,hypothetical protein FPSE5266_02040 [Fusarium pseudograminearum],False
