gene_id,chrom,start,end,strand,biotype,product
FGSG_00271,NC_026474.1,845735,848286,+,protein_coding,PNG1 protein
FGSG_00272,NC_026474.1,848729,849821,+,protein_coding,uncharacterized protein
FGSG_00273,NC_026474.1,850920,851804,+,protein_coding,uncharacterized protein
FGSG_11739,NC_026474.1,854597,855064,-,protein_coding,uncharacterized protein
FGSG_00274,NC_026474.1,855928,856426,-,protein_coding,uncharacterized protein
FGSG_00275,NC_026474.1,857055,857749,+,protein_coding,uncharacterized protein
FGSG_00276,NC_026474.1,857974,859128,-,protein_coding,uncharacterized protein
FGSG_00277,NC_026474.1,861664,862083,+,protein_coding,uncharacterized protein
FGSG_00278,NC_026474.1,864020,865646,+,protein_coding,biotin synthase
FGSG_00279,NC_026474.1,867039,868001,+,protein_coding,uncharacterized protein
FGSG_11740,NC_026474.1,868199,868929,-,protein_coding,uncharacterized protein
FGSG_20503,NC_026474.1,869025,869132,-,tRNA,tRNA-Pro
FGSG_00280,NC_026474.1,869722,871024,-,protein_coding,histone acetyltransferase GCN5
FGSG_00281,NC_026474.1,871404,872899,+,protein_coding,uncharacterized protein
FGSG_00282,NC_026474.1,877766,878314,+,protein_coding,uncharacterized protein
FGSG_00283,NC_026474.1,878887,881617,-,protein_coding,uncharacterized protein
FGSG_00284,NC_026474.1,882189,887598,-,protein_coding,uncharacterized protein
FGSG_20504,NC_026474.1,890189,890283,-,tRNA,tRNA-Ile
FGSG_00285,NC_026474.1,890640,892054,-,protein_coding,uncharacterized protein
FGSG_11741,NC_026474.1,892170,892455,-,protein_coding,uncharacterized protein
FGSG_00286,NC_026474.1,894122,895676,+,protein_coding,eukaryotic translation initiation factor 4E-2
FGSG_00287,NC_026474.1,895748,897645,-,protein_coding,uncharacterized protein
FGSG_00288,NC_026474.1,899954,901071,+,protein_coding,uncharacterized protein
FGSG_00289,NC_026474.1,901989,903731,-,protein_coding,uncharacterized protein
FGSG_11742,NC_026474.1,906143,913218,+,protein_coding,uncharacterized protein
FGSG_11743,NC_026474.1,913667,914926,+,protein_coding,uncharacterized protein
FGSG_00291,NC_026474.1,915077,915906,-,protein_coding,uncharacterized protein
FGSG_00292,NC_026474.1,916190,918499,+,protein_coding,uncharacterized protein
FGSG_00293,NC_026474.1,918896,922122,-,protein_coding,uncharacterized protein
FGSG_00294,NC_026474.1,923496,925381,+,protein_coding,uncharacterized protein
FGSG_00295,NC_026474.1,926009,926476,+,protein_coding,uncharacterized protein
FGSG_00296,NC_026474.1,927151,928961,+,protein_coding,threonine dehydratase
FGSG_00297,NC_026474.1,929692,931968,-,protein_coding,uncharacterized protein
FGSG_00298,NC_026474.1,932933,934625,-,protein_coding,uncharacterized protein
FGSG_00299,NC_026474.1,937343,940986,+,protein_coding,uncharacterized protein
FGSG_00300,NC_026474.1,941123,942668,-,protein_coding,ATP synthase subunit 5
FGSG_00301,NC_026474.1,942803,944362,-,protein_coding,maintenance of ploidy protein mob1
FGSG_00302,NC_026474.1,944772,946512,-,protein_coding,uncharacterized protein
FGSG_00303,NC_026474.1,947430,948029,-,protein_coding,uncharacterized protein
FGSG_00304,NC_026474.1,948926,949846,+,protein_coding,cell division control protein 42
FGSG_00305,NC_026474.1,950668,951886,-,protein_coding,uncharacterized protein
FGSG_00306,NC_026474.1,952232,953841,+,protein_coding,26S proteasome non-ATPase regulatory subunit 11
FGSG_00307,NC_026474.1,954142,958419,-,protein_coding,uncharacterized protein
FGSG_00308,NC_026474.1,959491,961064,+,protein_coding,uncharacterized protein
FGSG_00309,NC_026474.1,961089,963691,-,protein_coding,uncharacterized protein
FGSG_00310,NC_026474.1,964168,964835,-,protein_coding,uncharacterized protein
FGSG_00311,NC_026474.1,967121,967672,+,protein_coding,uncharacterized protein
FGSG_00312,NC_026474.1,967810,968730,-,protein_coding,uncharacterized protein
FGSG_00313,NC_026474.1,969281,970840,-,protein_coding,uncharacterized protein
FGSG_11744,NC_026474.1,973971,974442,-,protein_coding,uncharacterized protein
FGSG_00314,NC_026474.1,974990,976809,+,protein_coding,uncharacterized protein
FGSG_00315,NC_026474.1,977406,979115,-,protein_coding,uncharacterized protein
FGSG_00316,NC_026474.1,982177,984126,-,protein_coding,uncharacterized protein
FGSG_00317,NC_026474.1,986924,988235,-,protein_coding,uncharacterized protein
FGSG_00318,NC_026474.1,997474,998837,+,protein_coding,uncharacterized protein
FGSG_00319,NC_026474.1,999619,1000594,-,protein_coding,uncharacterized protein
FGSG_00320,NC_026474.1,1002150,1003448,-,protein_coding,uncharacterized protein
FGSG_00321,NC_026474.1,1003855,1005048,+,protein_coding,uncharacterized protein
FGSG_00322,NC_026474.1,1005737,1007214,+,protein_coding,uncharacterized protein
FGSG_00323,NC_026474.1,1007537,1008693,-,protein_coding,deoxyhypusine synthase
FGSG_00324,NC_026474.1,1009143,1016482,+,protein_coding,uncharacterized protein
FGSG_00325,NC_026474.1,1016915,1017342,+,protein_coding,uncharacterized protein
FGSG_00326,NC_026474.1,1018246,1021484,-,protein_coding,uncharacterized protein
FGSG_00327,NC_026474.1,1022213,1025575,-,protein_coding,replication factor C subunit 1
FGSG_00328,NC_026474.1,1025914,1026770,+,protein_coding,60S ribosomal protein L16
FGSG_00329,NC_026474.1,1027189,1028367,+,protein_coding,replication factor C subunit 5
FGSG_00330,NC_026474.1,1031642,1034860,+,protein_coding,acetyl-coenzyme A synthetase
FGSG_11745,NC_026474.1,1036532,1038525,+,protein_coding,uncharacterized protein
FGSG_00331,NC_026474.1,1039320,1040329,-,protein_coding,uncharacterized protein
FGSG_00332,NC_026474.1,1042422,1044798,-,protein_coding,uncharacterized protein
FGSG_00333,NC_026474.1,1049905,1051386,+,protein_coding,uncharacterized protein
FGSG_00334,NC_026474.1,1051729,1053485,+,protein_coding,uncharacterized protein
FGSG_00335,NC_026474.1,1054304,1056927,-,protein_coding,uncharacterized protein
FGSG_00336,NC_026474.1,1057882,1058538,+,protein_coding,uncharacterized protein
FGSG_00337,NC_026474.1,1059634,1060948,+,protein_coding,calcium/calmodulin-dependent protein kinase type I
FGSG_00338,NC_026474.1,1061848,1064244,-,protein_coding,uncharacterized protein
FGSG_11746,NC_026474.1,1064408,1065007,+,protein_coding,uncharacterized protein
FGSG_11747,NC_026474.1,1068184,1068761,+,protein_coding,uncharacterized protein
FGSG_00339,NC_026474.1,1070888,1073014,-,protein_coding,uncharacterized protein
FGSG_00340,NC_026474.1,1073575,1075963,+,protein_coding,GRC3 protein
FGSG_11748,NC_026474.1,1077309,1077510,+,protein_coding,uncharacterized protein
FGSG_11749,NC_026474.1,1078652,1078786,+,protein_coding,uncharacterized protein
FGSG_11750,NC_026474.1,1079874,1081954,+,protein_coding,uncharacterized protein
FGSG_11751,NC_026474.1,1085577,1086002,+,protein_coding,uncharacterized protein
FGSG_11752,NC_026474.1,1087685,1089000,-,protein_coding,uncharacterized protein
FGSG_00342,NC_026474.1,1092650,1093345,-,protein_coding,uncharacterized protein
FGSG_00343,NC_026474.1,1095638,1098729,+,protein_coding,uncharacterized protein
FGSG_00344,NC_026474.1,1099082,1099783,-,protein_coding,uncharacterized protein
FGSG_00345,NC_026474.1,1100528,1102213,-,protein_coding,uncharacterized protein
FGSG_11753,NC_026474.1,1103577,1104106,-,protein_coding,uncharacterized protein
FGSG_00346,NC_026474.1,1106966,1108865,+,protein_coding,saccharopine dehydrogenase
FGSG_00347,NC_026474.1,1109071,1110231,-,protein_coding,uncharacterized protein
FGSG_00348,NC_026474.1,1111568,1114574,-,protein_coding,uncharacterized protein
FGSG_00349,NC_026474.1,1116091,1119230,-,protein_coding,mRNA 3'-end processing protein RNA14
FGSG_00350,NC_026474.1,1120718,1122193,+,protein_coding,uncharacterized protein
FGSG_00351,NC_026474.1,1123575,1125691,+,protein_coding,uncharacterized protein
FGSG_00352,NC_026474.1,1126784,1127707,-,protein_coding,uncharacterized protein
FGSG_00353,NC_026474.1,1135902,1136817,-,protein_coding,uncharacterized protein
FGSG_00354,NC_026474.1,1137604,1138320,+,protein_coding,uncharacterized protein
FGSG_00355,NC_026474.1,1144494,1146960,+,protein_coding,uncharacterized protein
FGSG_11754,NC_026474.1,1147806,1149164,+,protein_coding,uncharacterized protein
FGSG_11755,NC_026474.1,1149770,1152226,+,protein_coding,uncharacterized protein
FGSG_00357,NC_026474.1,1153134,1153898,+,protein_coding,uncharacterized protein
FGSG_00358,NC_026474.1,1154016,1154723,-,protein_coding,small nuclear ribonucleoprotein Sm D1
FGSG_00359,NC_026474.1,1155864,1158489,+,protein_coding,uncharacterized protein
FGSG_00360,NC_026474.1,1159167,1161738,+,protein_coding,uncharacterized protein
FGSG_00361,NC_026474.1,1160130,1162667,-,protein_coding,uncharacterized protein
FGSG_11756,NC_026474.1,1163325,1163753,+,protein_coding,uncharacterized protein
FGSG_00362,NC_026474.1,1164667,1167177,+,protein_coding,uncharacterized protein
FGSG_00363,NC_026474.1,1167371,1170450,-,protein_coding,uncharacterized protein
FGSG_00364,NC_026474.1,1170796,1172360,+,protein_coding,NEDD8-activating enzyme E1 catalytic subunit
FGSG_00365,NC_026474.1,1172655,1173862,-,protein_coding,DNA-directed RNA polymerases I and III 40 kDa polypeptide
FGSG_11757,NC_026474.1,1174873,1175784,+,protein_coding,uncharacterized protein
FGSG_00366,NC_026474.1,1175421,1180101,-,protein_coding,uncharacterized protein
FGSG_00367,NC_026474.1,1180830,1182050,+,protein_coding,proteasome component PUP1 precursor
FGSG_00368,NC_026474.1,1182532,1184843,-,protein_coding,uncharacterized protein
FGSG_11758,NC_026474.1,1185543,1186281,+,protein_coding,uncharacterized protein
FGSG_11759,NC_026474.1,1187189,1187599,-,protein_coding,uncharacterized protein
FGSG_00369,NC_026474.1,1188944,1190867,-,protein_coding,uncharacterized protein
FGSG_00370,NC_026474.1,1191785,1192776,+,protein_coding,uncharacterized protein
FGSG_00371,NC_026474.1,1193830,1196444,-,protein_coding,uncharacterized protein
FGSG_20505,NC_026474.1,1197493,1197574,+,tRNA,tRNA-Ser
FGSG_00372,NC_026474.1,1197843,1199545,-,protein_coding,uncharacterized protein
FGSG_00373,NC_026474.1,1199874,1201157,+,protein_coding,ATP synthase subunit 4
FGSG_00374,NC_026474.1,1201517,1203668,-,protein_coding,uncharacterized protein
FGSG_00375,NC_026474.1,1204275,1205929,+,protein_coding,uncharacterized protein
FGSG_00376,NC_026474.1,1204913,1207698,-,protein_coding,NADH dehydrogenase iron-sulfur protein 2
FGSG_00377,NC_026474.1,1208552,1209097,-,protein_coding,uncharacterized protein
FGSG_00378,NC_026474.1,1210294,1213203,-,protein_coding,uncharacterized protein
FGSG_00379,NC_026474.1,1217342,1218754,-,protein_coding,uncharacterized protein
FGSG_00380,NC_026474.1,1219763,1221634,-,protein_coding,uncharacterized protein
FGSG_00381,NC_026474.1,1223131,1224135,+,protein_coding,uncharacterized protein
FGSG_00382,NC_026474.1,1224800,1229268,-,protein_coding,uncharacterized protein
FGSG_00383,NC_026474.1,1229481,1230278,+,protein_coding,uncharacterized protein
FGSG_00384,NC_026474.1,1231137,1232354,-,protein_coding,uncharacterized protein
FGSG_00385,NC_026474.1,1234556,1235858,+,protein_coding,uncharacterized protein
FGSG_00386,NC_026474.1,1238237,1239601,+,protein_coding,uncharacterized protein
FGSG_00387,NC_026474.1,1240129,1242083,-,protein_coding,phosphoglucomutase
FGSG_00388,NC_026474.1,1242681,1243386,-,protein_coding,uncharacterized protein
FGSG_00389,NC_026474.1,1243901,1245514,+,protein_coding,uncharacterized protein
FGSG_00390,NC_026474.1,1245771,1247322,-,protein_coding,uncharacterized protein
FGSG_00391,NC_026474.1,1251420,1252532,-,protein_coding,uncharacterized protein
FGSG_00392,NC_026474.1,1254328,1254645,-,protein_coding,uncharacterized protein
FGSG_00393,NC_026474.1,1258512,1259314,+,protein_coding,uncharacterized protein
FGSG_00394,NC_026474.1,1259703,1260191,+,protein_coding,uncharacterized protein
FGSG_00395,NC_026474.1,1260749,1261815,-,protein_coding,40S ribosomal protein S15
FGSG_00396,NC_026474.1,1264295,1265223,+,protein_coding,uncharacterized protein
FGSG_00397,NC_026474.1,1266529,1268684,+,protein_coding,tubulin alpha chain
FGSG_00398,NC_026474.1,1269111,1270964,-,protein_coding,nucleolar protein 12
FGSG_00399,NC_026474.1,1271675,1273763,+,protein_coding,uncharacterized protein
FGSG_11760,NC_026474.1,1275230,1277366,+,protein_coding,uncharacterized protein
FGSG_00401,NC_026474.1,1277401,1277851,+,protein_coding,uncharacterized protein
FGSG_00402,NC_026474.1,1278781,1280354,+,protein_coding,uncharacterized protein
FGSG_00403,NC_026474.1,1281715,1282469,+,protein_coding,uncharacterized protein
FGSG_00404,NC_026474.1,1286923,1289630,-,protein_coding,uncharacterized protein
FGSG_11761,NC_026474.1,1291003,1291402,+,protein_coding,uncharacterized protein
FGSG_00405,NC_026474.1,1293707,1295683,+,protein_coding,uncharacterized protein
FGSG_00406,NC_026474.1,1295930,1297413,-,protein_coding,uncharacterized protein
FGSG_00407,NC_026474.1,1298497,1299592,-,protein_coding,sporulation protein SPS19
FGSG_11762,NC_026474.1,1301103,1302709,-,protein_coding,uncharacterized protein
FGSG_11763,NC_026474.1,1304437,1305263,+,protein_coding,uncharacterized protein
FGSG_11764,NC_026474.1,1306092,1307112,+,protein_coding,uncharacterized protein
FGSG_00408,NC_026474.1,1307547,1312140,+,protein_coding,uncharacterized protein
FGSG_00409,NC_026474.1,1312413,1313082,+,protein_coding,uncharacterized protein
FGSG_00410,NC_026474.1,1316818,1317846,+,protein_coding,uncharacterized protein
FGSG_00411,NC_026474.1,1318964,1320627,+,protein_coding,uncharacterized protein
FGSG_00412,NC_026474.1,1321299,1322632,-,protein_coding,uncharacterized protein
FGSG_00413,NC_026474.1,1323476,1325647,+,protein_coding,uncharacterized protein
FGSG_00414,NC_026474.1,1325886,1327546,-,protein_coding,uncharacterized protein
FGSG_00415,NC_026474.1,1332282,1333756,+,protein_coding,uncharacterized protein
FGSG_00416,NC_026474.1,1335091,1336772,-,protein_coding,uncharacterized protein
FGSG_00417,NC_026474.1,1339595,1340749,+,protein_coding,methylenetetrahydrofolate dehydrogenase
FGSG_00418,NC_026474.1,1343175,1345928,+,protein_coding,uncharacterized protein
FGSG_00419,NC_026474.1,1346865,1347401,+,protein_coding,uncharacterized protein
FGSG_00420,NC_026474.1,1347795,1348740,-,protein_coding,transcription factor FET5
FGSG_00421,NC_026474.1,1350427,1352736,+,protein_coding,S-adenosylmethionine synthetase
FGSG_00422,NC_026474.1,1357910,1359085,+,protein_coding,uncharacterized protein
FGSG_00423,NC_026474.1,1360201,1361595,+,protein_coding,uncharacterized protein
FGSG_11765,NC_026474.1,1361930,1363396,-,protein_coding,uncharacterized protein
FGSG_00424,NC_026474.1,1363645,1365126,+,protein_coding,uncharacterized protein
FGSG_00425,NC_026474.1,1365826,1367682,+,protein_coding,uncharacterized protein
FGSG_00426,NC_026474.1,1367917,1368855,+,protein_coding,uncharacterized protein
FGSG_00427,NC_026474.1,1369430,1370524,+,protein_coding,uncharacterized protein
FGSG_00428,NC_026474.1,1371160,1373290,-,protein_coding,uncharacterized protein
FGSG_00429,NC_026474.1,1373881,1374838,+,protein_coding,uncharacterized protein
FGSG_00430,NC_026474.1,1375851,1378397,+,protein_coding,uncharacterized protein
FGSG_00431,NC_026474.1,1380402,1382315,+,protein_coding,uncharacterized protein
FGSG_00432,NC_026474.1,1382592,1383115,-,protein_coding,uncharacterized protein
FGSG_00433,NC_026474.1,1383493,1387385,-,protein_coding,uncharacterized protein
FGSG_00434,NC_026474.1,1388567,1392932,-,protein_coding,uncharacterized protein
FGSG_11766,NC_026474.1,1396849,1397595,+,protein_coding,uncharacterized protein
FGSG_00435,NC_026474.1,1398943,1400195,+,protein_coding,uncharacterized protein
FGSG_00436,NC_026474.1,1400795,1401780,+,protein_coding,uncharacterized protein
FGSG_00437,NC_026474.1,1402685,1406247,+,protein_coding,uncharacterized protein
FGSG_11767,NC_026474.1,1407117,1407425,+,protein_coding,uncharacterized protein
FGSG_00438,NC_026474.1,1408858,1410386,+,protein_coding,uncharacterized protein
FGSG_00439,NC_026474.1,1410751,1411750,-,protein_coding,uncharacterized protein
FGSG_00440,NC_026474.1,1412069,1413083,+,protein_coding,uncharacterized protein
FGSG_00441,NC_026474.1,1413449,1415342,-,protein_coding,uncharacterized protein
FGSG_00442,NC_026474.1,1418015,1419530,+,protein_coding,uncharacterized protein
FGSG_00443,NC_026474.1,1419790,1420723,-,protein_coding,uncharacterized protein
FGSG_00444,NC_026474.1,1421996,1423549,+,protein_coding,uncharacterized protein
FGSG_00445,NC_026474.1,1427115,1429154,+,protein_coding,uncharacterized protein
FGSG_00446,NC_026474.1,1429721,1431127,-,protein_coding,uncharacterized protein
FGSG_00447,NC_026474.1,1431284,1432021,+,protein_coding,uncharacterized protein
FGSG_00448,NC_026474.1,1432262,1435168,-,protein_coding,pre-mRNA-splicing factor ATP-dependent RNA helicase prp16
FGSG_00449,NC_026474.1,1436187,1437873,+,protein_coding,uncharacterized protein
FGSG_00450,NC_026474.1,1440961,1442293,+,protein_coding,uncharacterized protein
FGSG_00451,NC_026474.1,1443440,1444294,+,protein_coding,uncharacterized protein
FGSG_00452,NC_026474.1,1444366,1445266,-,protein_coding,uncharacterized protein
FGSG_00453,NC_026474.1,1446780,1447475,+,protein_coding,uncharacterized protein
FGSG_00454,NC_026474.1,1447620,1449069,-,protein_coding,uncharacterized protein
FGSG_00455,NC_026474.1,1449966,1451497,-,protein_coding,uncharacterized protein
FGSG_00456,NC_026474.1,1454267,1454912,+,protein_coding,uncharacterized protein
FGSG_00457,NC_026474.1,1455220,1456256,+,protein_coding,uncharacterized protein
FGSG_00458,NC_026474.1,1456340,1456731,-,protein_coding,uncharacterized protein
