XM_011317260.1	FGSG_11579
XM_011318071.1	FGSG_11803
XM_011318070.1	FGSG_11804
XM_011318072.1	FGSG_00677
XM_011318073.1	FGSG_00678
XM_011318074.1	FGSG_11805
XM_011318075.1	FGSG_11806
XM_011318076.1	FGSG_00680
XM_011318077.1	FGSG_11807
XM_011318078.1	FGSG_00681
XM_011318079.1	FGSG_00682
XM_011318080.1	FGSG_00683
XM_011318081.1	FGSG_00684
XM_011318082.1	FGSG_00685
XM_011318083.1	FGSG_00686
XM_011318084.1	FGSG_00687
XM_011318085.1	FGSG_11808
XM_011318086.1	FGSG_00688
XM_011318087.1	FGSG_00689
XM_011318088.1	FGSG_00690
XM_011318089.1	FGSG_00691
XM_011318090.1	FGSG_00692
XM_011318091.1	FGSG_11809
XM_011318092.1	FGSG_00693
XM_011318093.1	FGSG_00694
XM_011318094.1	FGSG_00695
XM_011318095.1	FGSG_00696
XM_011318096.1	FGSG_00697
XM_011318097.1	FGSG_11810
XM_011318098.1	FGSG_00698
XM_011318099.1	FGSG_11811
XM_011318100.1	FGSG_11812
XM_011318101.1	FGSG_00700
XM_011318102.1	FGSG_00701
XM_011318103.1	FGSG_00702
XM_011318104.1	FGSG_00703
XM_011318105.1	FGSG_00704
XM_011318106.1	FGSG_00705
XM_011318107.1	FGSG_00706
XM_011318108.1	FGSG_11813
XM_011318109.1	FGSG_00707
XM_011318110.1	FGSG_00708
XM_011318111.1	FGSG_00709
XM_011318112.1	FGSG_00710
XM_011318113.1	FGSG_11814
XM_011318114.1	FGSG_11815
XM_011318115.1	FGSG_00712
XM_011318116.1	FGSG_00713
XM_011318117.1	FGSG_11816
XM_011318118.1	FGSG_00714
XM_011318119.1	FGSG_00715
XM_011318120.1	FGSG_00716
XM_011318121.1	FGSG_00717
XM_011318122.1	FGSG_00718
XM_011318123.1	FGSG_00719
XM_011318124.1	FGSG_11817
XM_011318125.1	FGSG_00720
XM_011318126.1	FGSG_00721
XM_011318127.1	FGSG_00722
XM_011318128.1	FGSG_00723
XM_011318129.1	FGSG_00724
XM_011318130.1	FGSG_00725
XM_011318131.1	FGSG_00726
XM_011318132.1	FGSG_00727
XM_011318133.1	FGSG_00728
XM_011318134.1	FGSG_11818
XM_011318135.1	FGSG_00729
XM_011318136.1	FGSG_00730
XM_011318137.1	FGSG_00731
XM_011318138.1	FGSG_00732
XM_011318139.1	FGSG_00733
XM_011318140.1	FGSG_00734
XM_011318141.1	FGSG_00735
XM_011318142.1	FGSG_00736
XM_011318143.1	FGSG_11819
XM_011318144.1	FGSG_00737
XM_011318145.1	FGSG_00738
XM_011318146.1	FGSG_00739
XM_011318147.1	FGSG_00740
XM_011318148.1	FGSG_00741
XM_011318149.1	FGSG_00742
XM_011318150.1	FGSG_00743
XM_011318151.1	FGSG_00744
XM_011318152.1	FGSG_00745
XM_011318153.1	FGSG_00746
XM_011318154.1	FGSG_00747
XM_011318155.1	FGSG_00748
XM_011318156.1	FGSG_00749
XM_011318157.1	FGSG_00750
XM_011318158.1	FGSG_00751
XM_011318159.1	FGSG_00752
XM_011318160.1	FGSG_00753
XM_011318161.1	FGSG_11820
XM_011318162.1	FGSG_11821
XM_011318163.1	FGSG_11822
XM_011318164.1	FGSG_00756
XM_011318165.1	FGSG_00757
XM_011318166.1	FGSG_00758
XM_011318167.1	FGSG_11823
XM_011318168.1	FGSG_00759
XM_011318169.1	FGSG_00760
XM_011318170.1	FGSG_00761
XM_011318171.1	FGSG_00762
XM_011318172.1	FGSG_00763
XM_011318173.1	FGSG_00764
XM_011318174.1	FGSG_00765
XM_011318175.1	FGSG_00766
XM_011318176.1	FGSG_00767
XM_011318177.1	FGSG_00768
XM_011318178.1	FGSG_00769
XM_011318179.1	FGSG_00770
XM_011318180.1	FGSG_00771
XM_011318181.1	FGSG_00772
XM_011318182.1	FGSG_00773
XM_011318183.1	FGSG_00774
XM_011318184.1	FGSG_00775
XM_011318185.1	FGSG_00776
XM_011318186.1	FGSG_00777
XM_011318187.1	FGSG_00778
XM_011318188.1	FGSG_00779
XM_011318189.1	FGSG_00780
XM_011318190.1	FGSG_00781
XM_011318191.1	FGSG_00782
XM_011318192.1	FGSG_00783
XM_011318193.1	FGSG_00784
XM_011318194.1	FGSG_00785
XM_011318195.1	FGSG_00786
XM_011318196.1	FGSG_00787
XM_011318197.1	FGSG_00788
XM_011318198.1	FGSG_00789
XM_011318199.1	FGSG_00790
XM_011318200.1	FGSG_11824
XM_011318201.1	FGSG_11825
XM_011318202.1	FGSG_00792
XM_011318203.1	FGSG_00793
XM_011318204.1	FGSG_00794
XM_011318205.1	FGSG_11826
XM_011318206.1	FGSG_11827
XM_011318207.1	FGSG_00796
XM_011318208.1	FGSG_00797
XM_011318209.1	FGSG_00798
XM_011318210.1	FGSG_00799
XM_011318211.1	FGSG_00800
XM_011318212.1	FGSG_00801
unassigned_transcript_12	FGSG_20511
XM_011318213.1	FGSG_00802
XM_011318214.1	FGSG_00803
XM_011318215.1	FGSG_00804
XM_011318216.1	FGSG_00805
XM_011318217.1	FGSG_00806
unassigned_transcript_13	FGSG_20512
XM_011318218.1	FGSG_00807
XM_011318219.1	FGSG_00808
XM_011318220.1	FGSG_00809
XM_011318221.1	FGSG_00810
XM_011318222.1	FGSG_00811
XM_011318223.1	FGSG_00812
XM_011318224.1	FGSG_00813
XM_011318225.1	FGSG_00814
XM_011318226.1	FGSG_00815
XM_011318227.1	FGSG_11828
XM_011318228.1	FGSG_11829
XM_011318229.1	FGSG_00817
XM_011318230.1	FGSG_00818
XM_011318231.1	FGSG_00819
XM_011318232.1	FGSG_00820
XM_011318233.1	FGSG_00821
XM_011318234.1	FGSG_11830
XM_011318235.1	FGSG_00822
XM_011318236.1	FGSG_00823
XM_011318237.1	FGSG_00824
XM_011318238.1	FGSG_00825
XM_011318239.1	FGSG_00826
XM_011318240.1	FGSG_00827
XM_011318241.1	FGSG_00828
XM_011318242.1	FGSG_00829
XM_011318243.1	FGSG_11831
XM_011318244.1	FGSG_11832
XM_011318245.1	FGSG_00831
XM_011318246.1	FGSG_00832
XM_011318247.1	FGSG_00833
XM_011318248.1	FGSG_00834
XM_011318249.1	FGSG_11833
XM_011318250.1	FGSG_11834
XM_011318251.1	FGSG_00836
XM_011318252.1	FGSG_00837
XM_011318253.1	FGSG_00838
XM_011318254.1	FGSG_11835
XM_011318255.1	FGSG_11836
XM_011318256.1	FGSG_11837
XM_011318257.1	FGSG_00840
XM_011318258.1	FGSG_00841
XM_011318259.1	FGSG_00842
XM_011318260.1	FGSG_11838
XM_011318261.1	FGSG_00843
XM_011318262.1	FGSG_00844
XM_011318263.1	FGSG_00845
XM_011318264.1	FGSG_11839
XM_011318265.1	FGSG_00846
XM_011318266.1	FGSG_11840
XM_011318267.1	FGSG_00847
XM_011318268.1	FGSG_00848
XM_011318269.1	FGSG_00849
XM_011318270.1	FGSG_11841
XM_011318271.1	FGSG_00850
XM_011318272.1	FGSG_00851
XM_011318273.1	FGSG_00852
XM_011318275.1	FGSG_11842
XM_011318274.1	FGSG_00853
unassigned_transcript_14	FGSG_20513
XM_011318276.1	FGSG_11843
XM_011318277.1	FGSG_00855
XM_011318278.1	FGSG_00856
XM_011318279.1	FGSG_00857
XM_011318280.1	FGSG_11844
XM_011318281.1	FGSG_00858
XM_011318282.1	FGSG_11845
XM_011318283.1	FGSG_00859
XM_011318284.1	FGSG_11846
XM_011318285.1	FGSG_00860
XM_011318286.1	FGSG_00861
XM_011318287.1	FGSG_00862
XM_011318288.1	FGSG_00863
XM_011318289.1	FGSG_00864
XM_011318290.1	FGSG_00865
XM_011318291.1	FGSG_00866
XM_011318292.1	FGSG_00867
XM_011318293.1	FGSG_00868
XM_011318294.1	FGSG_00869
XM_011318295.1	FGSG_00870
XM_011318296.1	FGSG_00871
XM_011318297.1	FGSG_00872
XM_011318298.1	FGSG_00873
XM_011318299.1	FGSG_00874
XM_011318300.1	FGSG_00875
XM_011318301.1	FGSG_00876
XM_011318302.1	FGSG_00877
XM_011318303.1	FGSG_00878
XM_011318304.1	FGSG_00879
unassigned_transcript_15	FGSG_20514
XM_011318305.1	FGSG_00880
XM_011318306.1	FGSG_11847
XM_011318307.1	FGSG_11848
XM_011318308.1	FGSG_00882
XM_011318309.1	FGSG_00883
XM_011318310.1	FGSG_11849
XM_011318311.1	FGSG_00884
XM_011318312.1	FGSG_00885
XM_011318313.1	FGSG_11850
XM_011318314.1	FGSG_11851
XM_011318315.1	FGSG_11852
XM_011318316.1	FGSG_00886
XM_011318317.1	FGSG_00887
XM_011318318.1	FGSG_11853
XM_011318319.1	FGSG_11854
XM_011318320.1	FGSG_00889
XM_011318321.1	FGSG_00890
XM_011318322.1	FGSG_00891
XM_011318323.1	FGSG_11855
XM_011318324.1	FGSG_00892
XM_011318325.1	FGSG_00893
XM_011318326.1	FGSG_00894
XM_011318327.1	FGSG_00895
XM_011318328.1	FGSG_00896
XM_011318329.1	FGSG_00897
XM_011318330.1	FGSG_00898
XM_011318331.1	FGSG_00899
XM_011318332.1	FGSG_00900
XM_011318333.1	FGSG_00901
XM_011318334.1	FGSG_11856
XM_011318335.1	FGSG_00902
XM_011318336.1	FGSG_00903
XM_011318337.1	FGSG_00904
XM_011318338.1	FGSG_00905
XM_011318339.1	FGSG_00906
XM_011318340.1	FGSG_00907
XM_011318341.1	FGSG_00908
XM_011318342.1	FGSG_00909
XM_011318343.1	FGSG_00910
XM_011318344.1	FGSG_00911
XM_011318345.1	FGSG_00912
XM_011318346.1	FGSG_00913
XM_011318347.1	FGSG_00914
XM_011318348.1	FGSG_00915
XM_011318349.1	FGSG_00916
XM_011318350.1	FGSG_00917
XM_011318351.1	FGSG_00918
XM_011318352.1	FGSG_11857
XM_011318353.1	FGSG_00919
XM_011318354.1	FGSG_11858
XM_011318355.1	FGSG_00920
XM_011318356.1	FGSG_00921
XM_011318357.1	FGSG_11859
XM_011318358.1	FGSG_11860
XM_011318359.1	FGSG_11861
XM_011318360.1	FGSG_00922
XM_011318361.1	FGSG_00923
XM_011318362.1	FGSG_11862
XM_011318363.1	FGSG_00924
XM_011318364.1	FGSG_00925
XM_011318365.1	FGSG_00926
XM_011318366.1	FGSG_00927
XM_011318367.1	FGSG_00928
XM_011318368.1	FGSG_00929
XM_011318369.1	FGSG_00930
XM_011318370.1	FGSG_00931
XM_011318371.1	FGSG_00932
XM_011318372.1	FGSG_00933
XM_011318373.1	FGSG_00934
XM_011318374.1	FGSG_00935
unassigned_transcript_16	FGSG_20515
XM_011318375.1	FGSG_00936
XM_011318376.1	FGSG_00937
XM_011318377.1	FGSG_00938
XM_011318378.1	FGSG_00939
XM_011318379.1	FGSG_00940
XM_011318380.1	FGSG_00941
XM_011318381.1	FGSG_11863
XM_011318382.1	FGSG_00942
XM_011318383.1	FGSG_00943
XM_011318384.1	FGSG_00944
XM_011318385.1	FGSG_00945
XM_011318386.1	FGSG_00946
XM_011318387.1	FGSG_00947
XM_011318388.1	FGSG_00948
XM_011318389.1	FGSG_00949
XM_011318390.1	FGSG_00950
XM_011318391.1	FGSG_00951
XM_011318392.1	FGSG_00952
XM_011318393.1	FGSG_11864
XM_011318394.1	FGSG_11865
XM_011318395.1	FGSG_00955
XM_011318396.1	FGSG_00956
XM_011318397.1	FGSG_00957
XM_011318398.1	FGSG_00958
XM_011318399.1	FGSG_00959
XM_011318400.1	FGSG_00960
XM_011318401.1	FGSG_00961
XM_011318402.1	FGSG_11866
XM_011318403.1	FGSG_00963
XM_011318404.1	FGSG_00964
XM_011318405.1	FGSG_00965
XM_011318406.1	FGSG_00966
XM_011318407.1	FGSG_00967
XM_011318408.1	FGSG_00968
unassigned_transcript_17	FGSG_20516
XM_011318409.1	FGSG_00969
XM_011318410.1	FGSG_00970
XM_011318411.1	FGSG_00971
XM_011318412.1	FGSG_00972
XM_011318413.1	FGSG_00973
XM_011318414.1	FGSG_11867
XM_011318415.1	FGSG_00974
XM_011318416.1	FGSG_00975
XM_011318417.1	FGSG_00976
XM_011318418.1	FGSG_00977
XM_011318419.1	FGSG_11868
XM_011318420.1	FGSG_11869
XM_011318421.1	FGSG_11870
XM_011318422.1	FGSG_11871
XM_011318423.1	FGSG_00979
XM_011318424.1	FGSG_00980
XM_011318425.1	FGSG_11872
XM_011318426.1	FGSG_11873
XM_011318427.1	FGSG_00982
XM_011318428.1	FGSG_00983
XM_011318429.1	FGSG_00984
XM_011318430.1	FGSG_00985
XM_011318431.1	FGSG_00986
XM_011318432.1	FGSG_00987
XM_011318433.1	FGSG_11874
XM_011318434.1	FGSG_11875
XM_011318435.1	FGSG_00989
XM_011318436.1	FGSG_00990
XM_011318437.1	FGSG_11876
XM_011318438.1	FGSG_11877
XM_011318439.1	FGSG_00992
XM_011318440.1	FGSG_00993
XM_011318441.1	FGSG_00994
XM_011318442.1	FGSG_00995
XM_011318443.1	FGSG_00996
XM_011318444.1	FGSG_00997
XM_011318445.1	FGSG_00998
XM_011318446.1	FGSG_11878
XM_011318447.1	FGSG_00999
XM_011318448.1	FGSG_01000
XM_011318449.1	FGSG_11879
XM_011318450.1	FGSG_11880
XM_011318451.1	FGSG_01002
XM_011318452.1	FGSG_01003
XM_011318453.1	FGSG_01004
XM_011318454.1	FGSG_11881
XM_011318455.1	FGSG_01005
XM_011318456.1	FGSG_01006
XM_011318457.1	FGSG_01007
XM_011318458.1	FGSG_01008
XM_011318459.1	FGSG_11882
XM_011318460.1	FGSG_11883
XM_011318461.1	FGSG_01010
XM_011318462.1	FGSG_01011
XM_011318463.1	FGSG_01012
XM_011318464.1	FGSG_01013
XM_011318465.1	FGSG_01014
XM_011318466.1	FGSG_01015
XM_011318467.1	FGSG_01016
XM_011318468.1	FGSG_01017
XM_011318469.1	FGSG_01018
XM_011318470.1	FGSG_11884
XM_011318471.1	FGSG_01019
XM_011318472.1	FGSG_01020
XM_011318473.1	FGSG_01021
XM_011318474.1	FGSG_01022
XM_011318475.1	FGSG_01023
XM_011318476.1	FGSG_01024
XM_011318477.1	FGSG_01025
XM_011318478.1	FGSG_01026
XM_011318479.1	FGSG_01027
XM_011318480.1	FGSG_01028
XM_011318481.1	FGSG_01029
XM_011318482.1	FGSG_01030
XM_011318483.1	FGSG_01031
XM_011318484.1	FGSG_01032
XM_011318485.1	FGSG_01033
XM_011318486.1	FGSG_01034
XM_011318487.1	FGSG_01035
XM_011318488.1	FGSG_01036
XM_011318489.1	FGSG_01037
XM_011318490.1	FGSG_01038
XM_011318491.1	FGSG_01039
XM_011318492.1	FGSG_01040
XM_011318493.1	FGSG_01041
XM_011318494.1	FGSG_01042
XM_011318495.1	FGSG_11885
XM_011318496.1	FGSG_11886
XM_011318497.1	FGSG_01043
XM_011318498.1	FGSG_01044
XM_011318499.1	FGSG_01045
XM_011318500.1	FGSG_01046
XM_011318501.1	FGSG_11887
XM_011318502.1	FGSG_01047
XM_011318503.1	FGSG_01048
XM_011318504.1	FGSG_01049
XM_011318505.1	FGSG_01050
XM_011318506.1	FGSG_01051
XM_011318507.1	FGSG_01052
XM_011318508.1	FGSG_01053
XM_011318509.1	FGSG_01054
XM_011318510.1	FGSG_01055
XM_011318511.1	FGSG_01056
XM_011318512.1	FGSG_01057
XM_011318513.1	FGSG_01058
XM_011318514.1	FGSG_01059
XM_011318515.1	FGSG_01060
XM_011318516.1	FGSG_01061
XM_011318517.1	FGSG_01062
XM_011318518.1	FGSG_01063
XM_011318519.1	FGSG_01064
XM_011318520.1	FGSG_01065
XM_011318521.1	FGSG_01066
XR_892989.1	FGSG_20000
XM_011318522.1	FGSG_01067
XM_011318523.1	FGSG_11888
XM_011318524.1	FGSG_01068
XM_011318525.1	FGSG_01069
XM_011318526.1	FGSG_01070
XM_011318527.1	FGSG_11889
XM_011318528.1	FGSG_11890
XM_011318529.1	FGSG_11891
XM_011318530.1	FGSG_01072
XM_011318531.1	FGSG_11892
XM_011318532.1	FGSG_11893
XM_011318533.1	FGSG_01074
XM_011318534.1	FGSG_01075
XM_011318535.1	FGSG_01076
XM_011318536.1	FGSG_01077
XM_011318537.1	FGSG_01078
XM_011318538.1	FGSG_11894
XM_011318539.1	FGSG_01081
XM_011318540.1	FGSG_01082
XM_011318541.1	FGSG_01083
XM_011318542.1	FGSG_01084
XM_011318543.1	FGSG_01085
XM_011318544.1	FGSG_01086
XM_011318545.1	FGSG_11895
XM_011318546.1	FGSG_01087
XM_011318547.1	FGSG_01088
XM_011318548.1	FGSG_01089
XM_011318549.1	FGSG_11896
XM_011318550.1	FGSG_11897
XM_011318551.1	FGSG_01091
XM_011318552.1	FGSG_01092
XM_011318553.1	FGSG_11898
XM_011318554.1	FGSG_11899
unassigned_transcript_18	FGSG_20517
XM_011318555.1	FGSG_01094
XM_011318556.1	FGSG_01095
XM_011318557.1	FGSG_01096
XM_011318558.1	FGSG_01097
XM_011318559.1	FGSG_01098
XM_011318560.1	FGSG_01099
XM_011318561.1	FGSG_01100
XM_011318562.1	FGSG_01101
XM_011318563.1	FGSG_01102
XM_011318564.1	FGSG_01103
XM_011318565.1	FGSG_01104
XM_011318566.1	FGSG_11900
XM_011318567.1	FGSG_01105
XM_011318568.1	FGSG_01106
XM_011318569.1	FGSG_01107
XM_011318570.1	FGSG_01108
XM_011318571.1	FGSG_01109
XM_011318572.1	FGSG_11901
XM_011318573.1	FGSG_11902
XM_011318574.1	FGSG_01111
XM_011318575.1	FGSG_01112
XM_011318576.1	FGSG_11903
XM_011318577.1	FGSG_11904
XM_011318578.1	FGSG_11905
XM_011318579.1	FGSG_01114
XM_011318580.1	FGSG_01115
XM_011318581.1	FGSG_01116
XM_011318582.1	FGSG_01117
XM_011318583.1	FGSG_01118
XM_011318584.1	FGSG_01119
XM_011318585.1	FGSG_01120
XM_011318586.1	FGSG_01121
XM_011318587.1	FGSG_01122
XM_011318588.1	FGSG_01123
XM_011318589.1	FGSG_01124
XM_011318590.1	FGSG_01125
XM_011318591.1	FGSG_01126
XM_011318592.1	FGSG_01127
XM_011318593.1	FGSG_01128
XM_011318594.1	FGSG_01129
XM_011318595.1	FGSG_01130
XM_011318596.1	FGSG_01131
XM_011318597.1	FGSG_01132
XM_011318598.1	FGSG_01133
XM_011318599.1	FGSG_01134
XM_011318600.1	FGSG_01135
XM_011318601.1	FGSG_01136
XM_011318602.1	FGSG_01137
XM_011318603.1	FGSG_01138
XM_011318604.1	FGSG_01139
XM_011318605.1	FGSG_01140
XM_011318606.1	FGSG_01141
XM_011318607.1	FGSG_01142
XM_011318608.1	FGSG_11906
XM_011318609.1	FGSG_01143
XM_011318610.1	FGSG_01144
XM_011318611.1	FGSG_01145
XM_011318612.1	FGSG_01146
XM_011318613.1	FGSG_01147
XM_011318614.1	FGSG_01148
XM_011318615.1	FGSG_01149
XM_011318616.1	FGSG_01150
XM_011318617.1	FGSG_01151
XM_011318618.1	FGSG_01152
XM_011318619.1	FGSG_01153
XM_011318620.1	FGSG_01154
XM_011318621.1	FGSG_01155
XM_011318622.1	FGSG_01156
XM_011318623.1	FGSG_01157
XM_011318624.1	FGSG_01158
XM_011318625.1	FGSG_01159
XM_011318626.1	FGSG_01160
XM_011318627.1	FGSG_01161
XM_011318628.1	FGSG_01162
XM_011318629.1	FGSG_11907
XM_011318630.1	FGSG_01163
XM_011318631.1	FGSG_01164
XM_011318632.1	FGSG_01165
XM_011318633.1	FGSG_01166
XM_011318634.1	FGSG_01167
XM_011318635.1	FGSG_01168
XM_011318636.1	FGSG_01169
XM_011318637.1	FGSG_01170
XM_011318638.1	FGSG_11908
XM_011318639.1	FGSG_11909
XM_011318640.1	FGSG_01171
XM_011318641.1	FGSG_01172
XM_011318642.1	FGSG_01173
XM_011318643.1	FGSG_01174
XM_011318644.1	FGSG_01175
XM_011318645.1	FGSG_01176
XM_011318646.1	FGSG_11910
XM_011318647.1	FGSG_01177
XM_011318648.1	FGSG_01178
XM_011318649.1	FGSG_01179
XM_011318650.1	FGSG_01180
XM_011318651.1	FGSG_01181
XM_011318652.1	FGSG_01182
XM_011318653.1	FGSG_01183
XM_011318654.1	FGSG_01184
XM_011318655.1	FGSG_01185
XM_011318656.1	FGSG_01186
XM_011318657.1	FGSG_01187
XM_011318658.1	FGSG_01188
XM_011318659.1	FGSG_01189
XM_011318660.1	FGSG_01190
XM_011318661.1	FGSG_01191
XM_011318662.1	FGSG_11911
XM_011318663.1	FGSG_01192
XM_011318664.1	FGSG_01193
XM_011318665.1	FGSG_01194
XM_011318666.1	FGSG_01195
XM_011318667.1	FGSG_01196
XM_011318668.1	FGSG_01197
XM_011318669.1	FGSG_01198
XM_011318670.1	FGSG_01199
XM_011318671.1	FGSG_01200
XM_011318672.1	FGSG_01201
XM_011318673.1	FGSG_01202
XM_011318674.1	FGSG_01203
XM_011318675.1	FGSG_01204
XM_011318676.1	FGSG_11912
XM_011318677.1	FGSG_01205
XM_011318678.1	FGSG_01206
XM_011318679.1	FGSG_01207
XM_011318680.1	FGSG_01208
XM_011318681.1	FGSG_01209
XM_011318682.1	FGSG_01210
XM_011318683.1	FGSG_01211
XM_011318684.1	FGSG_01212
XM_011318685.1	FGSG_01213
XM_011318686.1	FGSG_01214
XM_011318687.1	FGSG_01215
XM_011318688.1	FGSG_01216
XM_011318689.1	FGSG_01217
XM_011318690.1	FGSG_01218
XM_011318691.1	FGSG_01219
XM_011318692.1	FGSG_01220
XM_011318693.1	FGSG_01221
XM_011318694.1	FGSG_01222
XM_011318695.1	FGSG_01223
XM_011318696.1	FGSG_01224
XM_011318697.1	FGSG_01225
XM_011318698.1	FGSG_11913
XM_011318699.1	FGSG_01226
XM_011318700.1	FGSG_01227
XM_011318701.1	FGSG_01228
XM_011318702.1	FGSG_01229
XM_011318703.1	FGSG_01230
XM_011318704.1	FGSG_01231
XM_011318705.1	FGSG_01232
XM_011318706.1	FGSG_01233
XM_011318707.1	FGSG_01234
XM_011318708.1	FGSG_01235
XM_011318709.1	FGSG_01236
XM_011318710.1	FGSG_01237
XM_011318711.1	FGSG_01238
XM_011318712.1	FGSG_01239
XM_011318713.1	FGSG_01240
XM_011318714.1	FGSG_01241
XM_011318715.1	FGSG_01242
XM_011318716.1	FGSG_01243
XM_011318717.1	FGSG_01244
XM_011318718.1	FGSG_01245
XM_011318719.1	FGSG_11914
XM_011318720.1	FGSG_11915
XM_011318721.1	FGSG_01247
XM_011318722.1	FGSG_11916
XM_011318723.1	FGSG_01248
XM_011318724.1	FGSG_01249
XM_011318725.1	FGSG_01250
XM_011318726.1	FGSG_01251
XM_011318727.1	FGSG_01252
XM_011318728.1	FGSG_01253
XM_011318729.1	FGSG_11917
XM_011318730.1	FGSG_11918
XM_011318731.1	FGSG_01254
XM_011318732.1	FGSG_01255
XM_011318733.1	FGSG_01256
XM_011318734.1	FGSG_01257
XM_011318735.1	FGSG_01258
XM_011318736.1	FGSG_11919
XM_011318737.1	FGSG_11920
XM_011318738.1	FGSG_01261
XM_011318739.1	FGSG_11921
XM_011318740.1	FGSG_11922
XM_011318741.1	FGSG_01263
XM_011318742.1	FGSG_01264
XM_011318743.1	FGSG_01265
XM_011318744.1	FGSG_01266
XM_011318745.1	FGSG_01267
XM_011318746.1	FGSG_01268
XM_011318747.1	FGSG_01269
XM_011318748.1	FGSG_01270
XM_011318749.1	FGSG_01271
XM_011318750.1	FGSG_01272
XM_011318751.1	FGSG_01273
XM_011318752.1	FGSG_11923
XM_011318753.1	FGSG_01274
XM_011318754.1	FGSG_01275
XM_011318755.1	FGSG_01276
XM_011318756.1	FGSG_01277
XM_011318757.1	FGSG_01278
XM_011318758.1	FGSG_01279
XM_011318759.1	FGSG_01280
XM_011318760.1	FGSG_01281
XM_011318761.1	FGSG_01282
XM_011318762.1	FGSG_01283
XM_011318763.1	FGSG_01284
XM_011318764.1	FGSG_01285
XM_011318765.1	FGSG_11924
XM_011318766.1	FGSG_01286
XM_011318767.1	FGSG_01287
XM_011318768.1	FGSG_01288
XM_011318769.1	FGSG_01289
XM_011318770.1	FGSG_01290
XM_011318771.1	FGSG_01291
XM_011318772.1	FGSG_01292
XM_011318773.1	FGSG_01293
unassigned_transcript_19	FGSG_20518
XM_011318774.1	FGSG_01294
XM_011318775.1	FGSG_01295
XM_011318776.1	FGSG_01296
XM_011318777.1	FGSG_11925
XM_011318778.1	FGSG_11926
XM_011318779.1	FGSG_11927
XM_011318780.1	FGSG_01298
XM_011318781.1	FGSG_11928
XM_011318782.1	FGSG_01299
XM_011318783.1	FGSG_01300
XM_011318784.1	FGSG_01301
XM_011318785.1	FGSG_01302
XM_011318786.1	FGSG_01303
XR_892990.1	FGSG_20001
XM_011318787.1	FGSG_01304
XM_011318788.1	FGSG_01306
XM_011318789.1	FGSG_01307
XM_011318790.1	FGSG_01308
XM_011318791.1	FGSG_01309
XM_011318792.1	FGSG_11929
XM_011318793.1	FGSG_11930
XM_011318794.1	FGSG_01310
XM_011318795.1	FGSG_01311
XM_011318796.1	FGSG_01312
XM_011318797.1	FGSG_01313
XM_011318798.1	FGSG_01314
XM_011318799.1	FGSG_01315
XM_011318800.1	FGSG_01316
XM_011318801.1	FGSG_01317
XM_011318802.1	FGSG_01318
XM_011318803.1	FGSG_01319
XM_011318804.1	FGSG_01320
XM_011318805.1	FGSG_01321
XM_011318806.1	FGSG_01322
XM_011318807.1	FGSG_11931
XM_011318808.1	FGSG_01323
XM_011318809.1	FGSG_01324
XM_011318810.1	FGSG_01325
XM_011318811.1	FGSG_01326
XM_011318812.1	FGSG_01327
XM_011318813.1	FGSG_01328
XM_011318814.1	FGSG_01329
XM_011318815.1	FGSG_01330
XM_011318816.1	FGSG_01331
XM_011318817.1	FGSG_01332
XM_011318818.1	FGSG_01333
XM_011318819.1	FGSG_01334
XM_011318820.1	FGSG_01335
XM_011318821.1	FGSG_01336
XM_011318822.1	FGSG_01337
XM_011318823.1	FGSG_01338
XM_011318824.1	FGSG_01339
XM_011318825.1	FGSG_11932
XM_011318826.1	FGSG_11933
XM_011318827.1	FGSG_11934
XM_011318828.1	FGSG_01340
XM_011318829.1	FGSG_01341
XM_011318830.1	FGSG_01342
XM_011318831.1	FGSG_01343
XM_011318832.1	FGSG_01344
XM_011318833.1	FGSG_01345
XM_011318834.1	FGSG_11935
XM_011318835.1	FGSG_01346
XM_011318836.1	FGSG_01347
XM_011318837.1	FGSG_01348
XM_011318838.1	FGSG_01349
XM_011318839.1	FGSG_01350
XM_011318840.1	FGSG_01351
XM_011318841.1	FGSG_01352
XM_011318842.1	FGSG_01353
XM_011318843.1	FGSG_01354
XM_011318844.1	FGSG_01355
XM_011318845.1	FGSG_01356
XM_011318846.1	FGSG_01357
XM_011318847.1	FGSG_01358
XM_011318848.1	FGSG_01359
XM_011318849.1	FGSG_01360
XM_011318850.1	FGSG_01361
XM_011318851.1	FGSG_11936
XM_011318852.1	FGSG_01362
XM_011318853.1	FGSG_11937
XM_011318854.1	FGSG_11938
XM_011318855.1	FGSG_01363
XM_011318856.1	FGSG_11939
XM_011318857.1	FGSG_01364
XM_011318858.1	FGSG_01365
XM_011318859.1	FGSG_01366
XM_011318860.1	FGSG_11940
XM_011318861.1	FGSG_11941
XM_011318862.1	FGSG_01368
XM_011318863.1	FGSG_11942
XM_011318864.1	FGSG_01369
XM_011318865.1	FGSG_01370
XM_011318866.1	FGSG_01371
XM_011318867.1	FGSG_01372
XM_011318868.1	FGSG_01373
XM_011318869.1	FGSG_01374
XM_011318870.1	FGSG_01375
XM_011318871.1	FGSG_01376
XM_011318872.1	FGSG_01377
XM_011318873.1	FGSG_01378
XM_011318874.1	FGSG_01379
XM_011318875.1	FGSG_01381
XM_011318876.1	FGSG_01382
XM_011318877.1	FGSG_01383
XM_011318878.1	FGSG_01384
XM_011318879.1	FGSG_01385
unassigned_transcript_20	FGSG_20519
